status,task,seed,cv,n_train,n_test,n_features,stacking_test_rmse,raw_ridge_test_rmse,selected_base_alpha_json,base_cv_rmse_json,selected_meta_alpha,meta_cv_rmse,operator_names_json,fit_time_s,wall_s,folded_test_rmse
ok,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,1,5,80,35,276,3.870392495189795,4.224977839908345,"[1.0457110341752567e-05, 5.949955689523392e-06, 1.8378482530909068e-05, 1.926272892647824e-06, 1.926272892647824e-06, 3.5483294482746616e-07, 1.0457110341752567e-05, 9.977081672758868e-05, 5.949955689523392e-06]","[3.1668498241663015, 3.256044610990719, 3.4222585748603387, 3.3414810483016764, 3.3296130304841656, 3.4267996873009876, 3.1246643113061388, 3.3278699106773324, 3.280015414848876]",99.95917667258458,3.089965980989569,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.1514241459990444,0.17493757799820742,4.353674321635396
ok,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,2,5,80,35,276,4.431479799915448,4.119808407822736,"[1.8378482530909068e-05, 5.6768258078571686e-05, 5.6768258078571686e-05, 3.3854450751983264e-06, 3.3854450751983264e-06, 3.5483294482746616e-07, 1.8378482530909068e-05, 5.6768258078571686e-05, 1.926272892647824e-06]","[3.198202844502444, 3.400675922074501, 3.4841516644490325, 3.366147578396081, 3.3715410512891344, 3.284404187657826, 3.171791907953584, 3.393997853788876, 3.0029340905208564]",1.7806885949197833,3.002070501925293,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.0590172039992467,0.06964320499901078,4.092496501666907
ok,An_spxyG70_30_byCultivar_NeoSpectra,0,5,82,37,257,4.3400761214296715,4.8750611078243695,"[3.804307855867646e-05, 2.164600203302874e-05, 0.000362967291592606, 2.268745903275644e-06, 2.268745903275644e-06, 4.179188696457079e-07, 3.804307855867646e-05, 6.686111476905931e-05, 3.987345030102729e-06]","[3.1569949418289243, 3.2658756620192144, 3.4702769043801127, 3.198065280830595, 3.1868840951239483, 3.361209870035195, 3.1085637947748905, 3.2294800742930505, 3.0743795235306473]",482.4178604267043,3.1356919562528267,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.06410423399938736,0.09625617200072156,4.634967097084755
ok,An_spxyG70_30_byCultivar_NeoSpectra,1,5,82,37,257,4.507412671633535,4.850636627987498,"[6.686111476905931e-05, 3.804307855867646e-05, 2.268745903275644e-06, 2.268745903275644e-06, 2.268745903275644e-06, 4.179188696457079e-07, 3.804307855867646e-05, 6.686111476905931e-05, 7.0078012553675005e-06]","[3.2401440366617984, 3.3058127359651808, 3.384221270731112, 3.3030980846365794, 3.2770802080709567, 3.6611042879949016, 3.1671467400534903, 3.2134793706199423, 3.319840945620085]",126.8132026065257,3.191986011622558,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.11034141100026318,0.12856969800122897,4.895180487628496
ok,An_spxyG70_30_byCultivar_NeoSpectra,2,5,82,37,257,4.356675740580954,4.850636627987498,"[6.686111476905931e-05, 6.686111476905931e-05, 0.0006379188714487727, 3.987345030102729e-06, 7.0078012553675005e-06, 4.179188696457079e-07, 6.686111476905931e-05, 0.00011750911959625745, 7.0078012553675005e-06]","[3.3627386088512585, 3.464185061425114, 3.5341541863037307, 3.3140065194847246, 3.326899352042139, 3.4072246660894656, 3.3070416612458944, 3.266746956777959, 3.201196142943536]",356.37220956939035,3.2179818219886855,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.056337807000090834,0.06735902199943666,4.577198571079661
ok,Beef_Marbling_RandomSplit,0,5,554,278,331,72.54224181331189,72.68557646792188,"[6.575164520990757e-06, 6.575164520990757e-06, 3.741180524319172e-06, 2.1286815973748503e-06, 2.1286815973748503e-06, 2.1286815973748503e-06, 6.575164520990757e-06, 6.575164520990757e-06, 2.1286815973748503e-06]","[72.48012176123424, 72.48466302551701, 72.55317805495653, 73.53862684497487, 73.39860239173001, 82.20187816927958, 72.21475928748352, 71.75586465669413, 73.378069139664]",75286.49166216105,73.29553816099799,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",1.2296089310002571,1.264298272002634,73.27574535169417
ok,Beef_Marbling_RandomSplit,1,5,554,278,331,71.88260701161559,72.75743671833547,"[3.741180524319172e-06, 3.741180524319172e-06, 2.1286815973748503e-06, 2.1286815973748503e-06, 2.1286815973748503e-06, 2.1286815973748503e-06, 3.741180524319172e-06, 3.741180524319172e-06, 2.1286815973748503e-06]","[71.35533877803829, 71.30522536489308, 71.28955671387112, 72.79206418722035, 72.61536429579635, 82.85784010968177, 71.41364877744914, 71.33558129639981, 72.54803430381705]",699550.1295667429,72.06455689368525,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",1.129635989000235,1.1620962919987505,73.27674128687433
ok,Beef_Marbling_RandomSplit,2,5,554,278,331,71.80565390913952,72.68557646792188,"[6.575164520990757e-06, 6.575164520990757e-06, 3.741180524319172e-06, 2.1286815973748503e-06, 2.1286815973748503e-06, 2.1286815973748503e-06, 3.741180524319172e-06, 3.741180524319172e-06, 2.1286815973748503e-06]","[71.99546091653148, 72.01975481995818, 72.1370684895034, 72.93991248341737, 72.79628802012857, 82.41385002344954, 71.9552658269783, 71.88038054158753, 72.69774229959582]",1214569.0890986568,72.8509818524075,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",1.0993686459987657,1.1283934200000658,73.15686611017156
ok,Beer_OriginalExtract_60_KS,0,5,40,20,576,0.26502460269745026,0.5708336226188918,"[2.1163753384496148e-07, 0.0017537191288541595, 0.005416964101181233, 2.1163753384496148e-07, 2.1163753384496148e-07, 2.1163753384496148e-07, 2.1163753384496148e-07, 2.1163753384496148e-07, 0.15964073277048185]","[0.591950543501926, 0.3287906773931847, 0.3099037594627997, 0.9450502711915905, 0.885605925948416, 2.3180234128463297, 0.6206523239225478, 0.6148830823600945, 2.572687957057078]",1.8815262331105826,0.31132841723681476,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.07738512599826208,0.0940598859997408,0.2611930138184624
ok,Beer_OriginalExtract_60_KS,1,5,40,20,576,0.3047024688415166,0.5708336226188918,"[2.1163753384496148e-07, 2.1163753384496148e-07, 0.0017537191288541595, 2.1163753384496148e-07, 2.1163753384496148e-07, 2.1163753384496148e-07, 2.1163753384496148e-07, 2.1163753384496148e-07, 0.4931052551550763]","[0.5699254207254753, 0.30822747754160923, 0.2850232279963943, 0.9040144872288994, 0.7993955055363366, 2.2808863746313106, 0.6544936603953259, 0.6491352734268612, 2.657996431253201]",1.0539981523609525,0.2988272864694146,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.0889350489997014,0.10541981699861935,0.2418221235624266
ok,Beer_OriginalExtract_60_KS,2,5,40,20,576,0.2710439013329594,0.5708336226188918,"[2.1163753384496148e-07, 2.1163753384496148e-07, 0.0017537191288541595, 2.1163753384496148e-07, 2.1163753384496148e-07, 2.1163753384496148e-07, 2.1163753384496148e-07, 2.1163753384496148e-07, 0.05168300944487328]","[0.5840880635221228, 0.3766592687449305, 0.32399674927757527, 0.9535819424086274, 0.8680935817208043, 2.2514620248290553, 0.6344182695897597, 0.6274688248484941, 2.543820650416877]",1.013620153101334,0.37015145869853744,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.0741488349995052,0.08956621499964967,0.2418221235624266
ok,Beer_OriginalExtract_60_YbaseSplit,0,5,40,20,576,0.3030978103795038,0.5365437797899675,"[1.89827763587958e-07, 1.89827763587958e-07, 0.0027645537448878882, 1.89827763587958e-07, 1.89827763587958e-07, 0.00157299404384329, 1.89827763587958e-07, 1.89827763587958e-07, 0.14318936121020612]","[0.7231681998370287, 0.28695944243602006, 0.23409074326944285, 0.9241318369093203, 0.8028664523061483, 2.060919921670606, 0.6723748759853075, 0.6812458767973697, 2.163769174668339]",0.02382812194284609,0.2220404730344943,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.07387723899955745,0.09103305300232023,0.2659553701101245
ok,Beer_OriginalExtract_60_YbaseSplit,1,5,40,20,576,0.3069469836320313,0.5365437797899675,"[1.89827763587958e-07, 1.89827763587958e-07, 0.00157299404384329, 1.89827763587958e-07, 1.89827763587958e-07, 0.0027645537448878882, 1.89827763587958e-07, 1.89827763587958e-07, 7.416456707235547]","[0.7723285223872894, 0.32929031156907207, 0.2772291544863763, 1.158826937440897, 0.9239892489640583, 2.182601992041719, 0.727996440579077, 0.7381935263674002, 2.2652186190545267]",0.3761352330143246,0.23002200581552573,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.07624120399850653,0.09049620899895672,0.2749689233936278
ok,Beer_OriginalExtract_60_YbaseSplit,2,5,40,20,576,0.2839799085443087,0.5365437797899675,"[1.89827763587958e-07, 1.89827763587958e-07, 0.0008950125373912056, 1.89827763587958e-07, 1.89827763587958e-07, 0.0027645537448878882, 1.89827763587958e-07, 1.89827763587958e-07, 189827.76358795803]","[0.673157631477311, 0.27799792208104257, 0.23662633442824235, 1.1121783203958917, 0.9780805378973743, 2.178763883292801, 0.7088870661536111, 0.7198982243815257, 2.2488641533001514]",1.1771391100691624,0.23825738287816098,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.07193980800002464,0.08629557799940812,0.2832437236636158
ok,Biscuit_Fat_40_RandomSplit,0,5,40,32,700,0.3032030930716487,0.6301543220156398,"[2.8090599050832547e-05, 4.936952629037416e-05, 8.676746699938046e-05, 9.094212177938386e-06, 9.094212177938386e-06, 2.9442125811450725e-06, 2.8090599050832547e-05, 0.00015249474514314877, 9.094212177938386e-06]","[0.3623750145773343, 0.3615365655951601, 0.3530692040432379, 0.47069539362016044, 0.47143187917761675, 0.7833242341029356, 0.3664592784646156, 0.3914730789225419, 0.5545426035516959]",12.83764682192024,0.4007309310719524,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.09638370900211157,0.11651650799831259,0.511802410687044
ok,Biscuit_Fat_40_RandomSplit,1,5,40,32,700,0.2853278935746351,0.5692494011177003,"[4.936952629037416e-05, 8.676746699938046e-05, 4.936952629037416e-05, 2.9442125811450725e-06, 2.9442125811450725e-06, 2.9442125811450725e-06, 8.676746699938046e-05, 0.00015249474514314877, 2.9442125811450725e-06]","[0.3502289670161579, 0.3505757042104514, 0.3385004054772878, 0.4060777343482278, 0.4106923403457433, 0.7365799083625355, 0.3579342133638851, 0.3774047783500571, 0.49634238834737265]",23.067475134077597,0.37234034434762153,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.09201095399839687,0.11376224199921126,0.6333901558543439
ok,Biscuit_Fat_40_RandomSplit,2,5,40,32,700,0.35604182940852774,0.3018061407376536,"[0.0002680111348236078, 0.00047103241703188014, 0.00047103241703188014, 9.094212177938386e-06, 9.094212177938386e-06, 2.9442125811450725e-06, 0.00047103241703188014, 0.0008278444775845631, 9.094212177938386e-06]","[0.3797791458572778, 0.38109569577752334, 0.3754650870977574, 0.44969001558670757, 0.4500765051580099, 0.7599438987465765, 0.3826752682417337, 0.4135717408969192, 0.5225689667420857]",0.43051502155142024,0.4098738992526779,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.09566393099885317,0.11198618599883048,0.2122158412845472
ok,Biscuit_Sucrose_40_RandomSplit,0,5,40,32,700,1.449580010167446,0.816620050993149,"[0.013881568865708977, 0.013881568865708977, 0.013881568865708977, 2.8090599050832547e-05, 2.8090599050832547e-05, 9.094212177938386e-06, 0.013881568865708977, 0.024397004771136998, 0.00015249474514314877]","[2.078859417717295, 2.0785044233425003, 2.0785636116745727, 2.146050163902396, 2.1510694809925326, 2.2677085189034303, 2.0681167506092524, 2.0583085042308076, 2.260422214892509]",0.5773382049857947,2.4859253303493785,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.09400840099988272,0.1123728829988977,0.9499134825599536
ok,Biscuit_Sucrose_40_RandomSplit,1,5,40,32,700,1.5331879669224013,0.7941013531275026,"[0.024397004771136998, 0.024397004771136998, 0.024397004771136998, 0.0002680111348236078, 0.0002680111348236078, 9.094212177938386e-06, 0.07535853196055702, 0.07535853196055702, 0.0002680111348236078]","[2.1163133266844296, 2.112405389920005, 2.1058022339293205, 2.1865268385004146, 2.184132212572274, 2.2481010339611363, 2.036073620464474, 2.018212823874449, 2.2718183208647114]",0.2656084576035376,2.098813433190073,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.09672416299872566,0.11509820500214119,1.011488238521466
ok,Biscuit_Sucrose_40_RandomSplit,2,5,40,32,700,1.6242507941905262,1.1054208472731735,"[0.004494098983043209, 0.004494098983043209, 0.004494098983043209, 1.5983174527410562e-05, 2.8090599050832547e-05, 5.174484893193619e-06, 0.0008278444775845631, 0.0014549454650822336, 4.936952629037416e-05]","[1.7764677766592905, 1.7723585381484868, 1.757083474540511, 1.9774570837333525, 1.9867913272822986, 2.1450213792517205, 1.9910964667970887, 1.9941373772185955, 2.0709908791733187]",1.7020403687747043,1.9188349122794552,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.09091815399733605,0.10743579900008626,1.009242221898917
ok,C_woOutlier,0,5,1210,1209,1154,1.8028165103065608,2.1046860315850693,"[0.00019138802446932939, 3.5255013236371845e-05, 1.1413660852422777e-05, 3.6951242417838605e-06, 3.6951242417838605e-06, 3.6951242417838605e-06, 0.00019138802446932939, 0.00019138802446932939, 2.0059630216622244e-05]","[1.3727070211520616, 1.3388942656717855, 1.3235664219890801, 1.3527070818395461, 1.3505843333528484, 1.447696483573256, 1.3836335139649858, 1.3807555283719526, 1.4589372278388362]",14.686865522668539,1.3208792892294714,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",12.08390351500202,12.301556659000198,1.918939323199294
ok,C_woOutlier,1,5,1210,1209,1154,2.0984758458555675,2.0449155694462258,"[0.00033636648647481556, 0.00010889722187889592, 2.0059630216622244e-05, 6.494220115093646e-06, 3.6951242417838605e-06, 3.6951242417838605e-06, 0.00033636648647481556, 0.00033636648647481556, 3.5255013236371845e-05]","[1.3844392328298032, 1.3721602191067166, 1.3570468292384246, 1.3757735060565401, 1.3727233543887858, 1.4490382779080841, 1.3831158527877814, 1.3797221075190227, 1.4617062868713429]",1.5065961758505821,1.3621505235495488,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",13.021459403000335,13.190984758002742,1.9045202032803563
ok,C_woOutlier,2,5,1210,1209,1154,1.8599300374500738,2.0449155694462258,"[0.00033636648647481556, 6.196106034231988e-05, 2.0059630216622244e-05, 6.494220115093646e-06, 3.6951242417838605e-06, 3.6951242417838605e-06, 0.00033636648647481556, 0.00033636648647481556, 3.5255013236371845e-05]","[1.389031643555982, 1.369785914197768, 1.3515664578417674, 1.368356436553989, 1.366566199718855, 1.4532095318026488, 1.3851543058739335, 1.3819632052572703, 1.4662471315229548]",746.2737864204012,1.3642321254701142,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",12.770529912999336,12.94151028000124,1.9045202032803563
ok,Ccar_spxyG_block2deg,0,5,1016,3229,196,57.08404374700629,61.034752189885815,"[0.00013697144545841034, 2.6445045866840873e-06, 4.871362482877517e-07, 1.504687681135685e-06, 2.523109863342099e-05, 4.871362482877517e-07, 0.00024072877069487468, 0.00013697144545841034, 0.00013697144545841034]","[48.06416713643098, 49.24669443849543, 48.72882008172867, 48.729046357374, 49.33245648070614, 49.38190541414018, 51.588335208294026, 57.813724530201476, 48.3460817096058]",1646828.0116577537,48.4444455644844,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",5.265959251999448,5.387447172997781,61.034752189728486
ok,Ccar_spxyG_block2deg,1,5,1016,3229,196,56.345810703921565,61.034752189885815,"[0.00013697144545841034, 0.0007435735218487597, 8.56147132117626e-07, 8.56147132117626e-07, 1.4356157098911199e-05, 4.871362482877517e-07, 0.00024072877069487468, 0.00013697144545841034, 0.00024072877069487468]","[48.67979818260385, 50.14586624842936, 49.116266269727554, 49.039159601361426, 49.939288778146526, 50.80312292242119, 52.956587317424145, 59.07151812253701, 49.00505540246634]",170065.03767464563,49.167777347004765,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",5.65521580299901,5.764825371999905,61.034752189728486
ok,Ccar_spxyG_block2deg,2,5,1016,3229,196,58.5790279994434,59.756360929658186,"[0.00024072877069487468, 2.523109863342099e-05, 2.6445045866840873e-06, 1.504687681135685e-06, 8.56147132117626e-07, 4.871362482877517e-07, 0.00024072877069487468, 0.00013697144545841034, 0.00013697144545841034]","[48.69486884547559, 49.5787332205184, 48.97103057918709, 49.016822842145906, 49.47946135689531, 50.13884359291016, 52.86534003726376, 61.58291647769956, 48.98510574150471]",162859.90328398367,51.062169062136306,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",5.353087183997559,5.450481104002392,59.7563609298347
ok,Corn_Oil_80_ZhengChenPelegYbaseSplit,0,5,64,16,700,0.02764501168404987,0.04114837983635389,"[9.807582958300963e-07, 9.807582958300963e-07, 9.807582958300963e-07, 9.807582958300963e-07, 9.807582958300963e-07, 9.807582958300963e-07, 9.807582958300963e-07, 9.807582958300963e-07, 9.807582958300963e-07]","[0.03809883315212705, 0.03689869077729601, 0.03876748224974375, 0.061418841567807435, 0.05980778599677354, 0.10643112509897605, 0.037706433182693476, 0.03741807564484285, 0.059933286244276116]",3.6998980945282035e-05,0.03766744028432705,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.14019295899925055,0.16191226299997652,0.0398594825002126
ok,Corn_Oil_80_ZhengChenPelegYbaseSplit,1,5,64,16,700,0.023884072024766865,0.04114837983635389,"[9.807582958300963e-07, 9.807582958300963e-07, 9.807582958300963e-07, 9.807582958300963e-07, 9.807582958300963e-07, 9.807582958300963e-07, 9.807582958300963e-07, 9.807582958300963e-07, 9.807582958300963e-07]","[0.040044360001961224, 0.03843337756772737, 0.04044737978441575, 0.06344863930301219, 0.0619826139031198, 0.10351219461618089, 0.037942346678635205, 0.037747854690164485, 0.06151777479758105]",3.692701780456528e-05,0.03929747481129917,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.12026088399943546,0.138048364999122,0.0356402947165346
ok,Corn_Oil_80_ZhengChenPelegYbaseSplit,2,5,64,16,700,0.03070047693093721,0.04114837983635389,"[9.807582958300963e-07, 9.807582958300963e-07, 9.807582958300963e-07, 9.807582958300963e-07, 9.807582958300963e-07, 9.807582958300963e-07, 9.807582958300963e-07, 9.807582958300963e-07, 9.807582958300963e-07]","[0.04091486552100041, 0.03940175634874642, 0.04134219666537546, 0.06378453631946862, 0.06242079491109794, 0.10065397336780686, 0.04109453042905044, 0.04000352411174293, 0.06321193038530479]",0.0001165721306086013,0.04139243368272466,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.1251920600006997,0.1431765479974274,0.0398594825002126
ok,Corn_Starch_80_ZhengChenPelegYbaseSplit,0,5,64,16,700,0.11325021916078289,0.14906147757617086,"[9.696289559020423e-07, 9.696289559020423e-07, 9.696289559020423e-07, 9.696289559020423e-07, 9.696289559020423e-07, 9.696289559020423e-07, 9.696289559020423e-07, 9.696289559020423e-07, 9.696289559020423e-07]","[0.12353603788547, 0.11415260765623088, 0.11411730961187908, 0.2630895388705198, 0.2584725912972005, 0.7177473578624736, 0.17064283558860882, 0.17743641966558013, 0.27419837224814286]",4.790537091285754e-06,0.11520089284729382,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.14943898099954822,0.16911271799835959,0.1467104031255899
ok,Corn_Starch_80_ZhengChenPelegYbaseSplit,1,5,64,16,700,0.151102999808058,0.14906147757617086,"[9.696289559020423e-07, 9.696289559020423e-07, 9.696289559020423e-07, 9.696289559020423e-07, 9.696289559020423e-07, 9.696289559020423e-07, 9.696289559020423e-07, 9.696289559020423e-07, 9.696289559020423e-07]","[0.13065518761708178, 0.1278732397851694, 0.12957225719865967, 0.27485492330770767, 0.27011358447376405, 0.742412757056101, 0.16423883288375168, 0.16829203332905368, 0.2840851608728112]",1.1444150020546866,0.13986229214306484,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.11802364500181284,0.13424264599962044,0.1428095579582344
ok,Corn_Starch_80_ZhengChenPelegYbaseSplit,2,5,64,16,700,0.15392619119334147,0.14906147757617086,"[9.696289559020423e-07, 9.696289559020423e-07, 9.696289559020423e-07, 9.696289559020423e-07, 9.696289559020423e-07, 9.696289559020423e-07, 9.696289559020423e-07, 9.696289559020423e-07, 9.696289559020423e-07]","[0.1222328068384387, 0.11632962060307225, 0.1161115254500372, 0.2614545858009159, 0.2580696554381611, 0.7115530634872905, 0.18560237238839852, 0.19134651998599858, 0.26606527881874764]",0.12058317908570376,0.12396552590539309,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.12635579600100755,0.14277461700112326,0.1467104031255899
ok,DIESEL_bp50_246_b-a,0,5,113,113,401,2.8305880397546486,2.8407555753210256,"[1.575543667997205e-07, 5.100755731996133e-08, 1.6513480118621195e-08, 1.7307995402929142e-09, 9.84801750735315e-10, 1.7307995402929142e-09, 1.575543667997205e-07, 1.575543667997205e-07, 2.9022616761805132e-08]","[3.0948731009688033, 2.963081853622485, 3.1314287087087296, 3.093146162977951, 2.9138472293788302, 3.557559471189913, 3.0832184656265467, 3.1838287328761785, 3.420589999849409]",1116.9448456916516,3.1384027374381533,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.1497000150011445,0.18015428199942107,2.835393076859342
ok,DIESEL_bp50_246_b-a,1,5,113,113,401,2.8593611979087186,2.8245999814993974,"[8.964632393772172e-08, 5.100755731996133e-08, 1.6513480118621195e-08, 3.041898581558588e-09, 1.7307995402929142e-09, 5.60339002682661e-10, 8.964632393772172e-08, 8.964632393772172e-08, 9.39594895478119e-09]","[2.7458290469980713, 2.6637551608129346, 2.803333561727441, 2.7588198002077204, 2.6769308179918743, 3.206918080424334, 2.7156272121676466, 2.7401796632320985, 3.092245749720589]",647.1995651668873,2.6923441262100054,"[""identity"", ""sg_smooth_w11_p2"", ""sg_smooth_w21_p3"", ""sg_d1_w11_p2"", ""sg_d1_w21_p3"", ""sg_d2_w11_p2"", ""detrend_d1"", ""detrend_d2"", ""fd_d1""]",0.10643870000058087,0.1268745260022115,2.8123496208939853
