Water (%)
32.77211824
9.69403893
57.95084052
33.99261600
27.60186595
11.91658994
15.24493191
27.23234631
28.78034788
8.38066133
9.53738655
19.07897026
2.43426530
3.81495248
1.18071953
24.56352774
25.42317505
33.79640135
12.40482902
8.91630733
4.82705908
22.01905139
38.96721351
7.66943131
36.19048421
20.44874446
12.70067710
5.83050889
10.78134947
33.90262193
