Water (%)
7.40388463
8.62379456
19.57899217
15.47727597
16.79734298
34.68612661
25.42588523
25.67182990
10.16081352
5.04061400
21.24346612
1.29942214
28.30898100
28.80761277
44.46674179
12.57921361
12.35629881
23.37501133
46.60395137
44.30876412
43.68188803
9.33827849
38.61406662
39.09433256
10.92480583
47.98702351
20.07619685
25.98716738
34.79932077
39.24128091
7.20351300
19.49675627
20.65244538
2.69050127
20.50220358
7.12724262
35.84894989
20.03232671
11.98028562
28.04151479
31.34427416
23.83346126
23.24712296
17.12884682
24.68890606
17.81271558
24.82723166
4.10226145
23.44421960
18.96861044
5.07253122
29.75946801
16.62058475
13.92227162
20.39859408
38.20858856
10.44242741
3.96844572
32.94887907
11.18860448
42.97853500
36.89141271
22.82671276
16.86609503
13.82863856
2.70536043
21.38791223
5.76680018
29.16736170
31.70838482
16.32988326
15.02792701
33.11172339
9.19583192
28.93914137
23.84493424
6.91711328
15.81438996
38.54920691
7.89593852
40.93055165
26.98833745
10.94151275
7.41177186
19.74935876
41.88703148
8.60501237
8.23983467
14.99088209
47.08582650
