Starch (%)
14.13082870
40.36581755
30.28665780
24.80344581
22.73514819
16.28015552
16.74966474
25.50673092
12.84713565
23.78484619
7.45619702
25.09383824
16.74262025
26.02310019
37.33225810
25.24210706
4.63103423
13.51650709
8.27001702
7.34906830
23.58564631
4.40187673
20.99981043
4.95572205
35.19443141
25.90136062
31.72560501
2.03075820
42.34574740
19.29991363
50.45971717
19.50446319
6.18656982
27.76254705
18.87242730
28.27946295
13.57803575
21.27599393
6.59636562
10.47604774
27.50429254
18.15908252
9.58272952
14.38966786
10.70935906
13.06451409
6.39213337
32.80018746
35.19427497
3.21062200
27.32346186
7.48963095
28.68033708
27.99581335
7.09102301
40.29383900
18.42131803
16.95748691
2.69423530
30.29205666
29.47500872
12.94924482
25.85227917
18.66698303
22.14529522
5.36333454
22.26184551
25.26660529
15.49334689
23.33329221
22.30423339
19.05390294
37.01183050
27.63452089
4.67945274
16.22228753
8.24869339
23.59704642
5.70230667
14.01853229
17.99832804
9.63918428
28.56348071
18.89988845
43.97383962
29.05037348
8.05097275
10.07066609
16.03150140
28.16273005
