Starch (%)
9.04382614
6.04434401
3.18231048
31.98884807
12.98791680
14.27970067
4.10965056
25.09809070
56.90672830
2.64982654
33.83805263
15.15463928
12.81681388
20.84292857
6.18738954
11.79867513
19.90853552
4.03931926
34.70893455
6.26165632
11.08437970
16.00972117
31.83468026
12.50606954
25.19515995
22.34670217
9.27888911
8.58590309
38.44108874
39.65513063
