selector,baseline,n_rows,n_datasets,wins_rows_60,wins_datasets_20,median_ratio_ds,median_delta_pct_ds,q75_ratio_ds,q90_ratio_ds,worst_ratio,worst_dataset,cliffs_delta_ds,p_wilcoxon_ds,p_wilcoxon_ds_holm,p_wilcoxon_rows,p_wilcoxon_rows_holm
AOMRidge-Blender-headline-spxy3,Ridge-tuned-cv5,60,20,50,17,0.9173784134043234,-8.262158659567664,0.9720569083502728,1.0118357841644872,127.25383549270727,Quartz_spxy70,0.7,0.0021104812622070312,0.014773368835449219,1.9495012286007737e-06,1.3646508600205416e-05
AOMRidge-Blender-headline-spxy3,ASLS-AOM-compact-cv5-numpy,60,20,45,15,0.9528979260691446,-4.710207393085547,1.0117298919006208,1.0999846430799676,16851.111620565596,Quartz_spxy70,0.5,0.04484748840332031,0.1238250732421875,0.0016512812050153928,0.003711791085066536
AOMRidge-Blender-headline-spxy3,AOMRidge-global-compact-none,60,20,45,15,0.8860402249419357,-11.395977505806432,0.985293458880608,1.078390728972567,37059.02826637878,Quartz_spxy70,0.5,0.011975288391113281,0.047901153564453125,5.5342581991860364e-05,0.00022137032796744146
AOMRidge-Blender-headline-spxy3,AOMRidge-Local-compact-knn50,60,20,42,14,0.9461678655250988,-5.383213447490121,1.0348007793724299,1.1056146950495362,254.700340217064,Quartz_spxy70,0.4,0.0412750244140625,0.1238250732421875,0.0012372636950221786,0.003711791085066536
AOMRidge-AutoSelect-headline-spxy3,Ridge-tuned-cv5,60,20,53,18,0.9278023728157908,-7.2197627184209185,0.9592179423299201,1.0123031782664706,1.1891096018952498,Ccar_spxyG_block2deg,0.8,0.0015764236450195312,0.01261138916015625,5.45684682272555e-07,4.36547745818044e-06
AOMRidge-AutoSelect-headline-spxy3,ASLS-AOM-compact-cv5-numpy,60,20,42,14,0.9447627998567294,-5.52372001432706,1.0251923301052415,1.1040895125348116,1.4368231002576994,Biscuit_Sucrose_40_RandomSplit,0.4,0.04484748840332031,0.1238250732421875,0.0015373635007649399,0.003711791085066536
AOMRidge-AutoSelect-headline-spxy3,AOMRidge-global-compact-none,60,20,48,16,0.9024993881316234,-9.75006118683766,0.9759580831362771,1.042751980086107,1.4664380486768394,Biscuit_Sucrose_40_RandomSplit,0.6,0.004717826843261719,0.028306961059570312,6.100146763674221e-06,3.6600880582045326e-05
AOMRidge-AutoSelect-headline-spxy3,AOMRidge-Local-compact-knn50,60,20,42,14,0.9553797947413125,-4.462020525868754,1.0079483015881192,1.0274614692806459,1.087785786954657,Biscuit_Sucrose_40_RandomSplit,0.4,0.005344390869140625,0.028306961059570312,6.748549034505522e-06,3.6600880582045326e-05
