task,model,mode,operator_index,operator,grid_index,hyperparameter,cv_rmse_mean
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,4,2.0192241366734657e-06,0.5835300845094169
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,5,3.5488078741668627e-06,0.5835331157683694
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,6,6.2370675444166e-06,0.5835384432278741
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,7,1.0961712477249167e-05,0.5835478062626913
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,8,1.9265326145368768e-05,0.5835642617973569
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,9,3.385901539177837e-05,0.5835931822696674
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,10,5.950757929817246e-05,0.5836440093635044
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,11,0.0001045852028759271,0.583733335593851
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,12,0.00018380960525703574,0.5838903182826951
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,13,0.00032304733418960576,0.5841661885161644
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,14,0.0005677591221692486,0.5846509433312466
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,15,0.0009978426895706847,0.5855026163403619
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,16,0.0017537191288541595,0.5869984934797562
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,17,0.0030821800019722773,0.5896243052182599
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,18,0.005416964101181233,0.5942279131988929
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,19,0.00952037196228301,0.6022777794093731
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,20,0.016732154876282067,0.6162747359716818
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,21,0.029406939971781607,0.6403364304915515
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,22,0.05168300944487328,0.6808471273422734
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,23,0.09083343822383541,0.7468159538271314
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,24,0.15964073277048185,0.8493238760099443
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,25,0.2805702840037266,0.9993173839876552
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,26,0.4931052551550763,1.2031690329551787
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,27,0.8666377251067803,1.4563785466657033
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,28,1.5231250097751505,1.7381443298751962
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,29,2.6769083876618875,2.0134471415309694
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,30,4.70469493307868,2.247790640509395
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,31,8.268551331586274,2.4237974926553276
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,32,14.53206681742012,2.543627799898308
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,33,25.540261832715586,2.6197890260560714
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,34,44.88728153257109,2.666086741332245
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,35,78.88987421434186,2.6934701570220683
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,36,138.64979212516369,2.7094042521023676
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,37,243.6784827938841,2.718588100108318
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,38,428.2675225587463,2.7238522507777483
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,39,752.6847211772348,2.7268601125914715
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,40,1322.8513946348603,2.7285756558391725
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,41,2324.9253811747426,2.729553111517277
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,42,4086.0810594091813,2.730109703480273
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,43,7181.33087592958,2.730426537093384
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,44,12621.26531504399,2.7306068566021744
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,45,22182.00789030104,2.7307094706984274
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,46,38985.11454781701,2.7307678615080873
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,47,68516.75302896941,2.7308010866388726
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,48,120418.9214289653,2.730819991792528
Beer_OriginalExtract_60_KS,Ridge,materialized,0,identity,49,211637.53384496146,2.730830748733355
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,0,2.1163753384496148e-07,0.2864946620783707
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,1,3.719552143505856e-07,0.2864946748386161
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,2,6.537152411912949e-07,0.28649469735343125
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,3,1.1489114820232145e-06,0.2864947371969383
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,4,2.0192241366734657e-06,0.2864948080668947
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,5,3.5488078741668627e-06,0.28649493522943564
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,6,6.2370675444166e-06,0.2864951667692435
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,7,1.0961712477249167e-05,0.2864955985423619
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,8,1.9265326145368768e-05,0.28649643396904795
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,9,3.385901539177837e-05,0.28649813800618495
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,10,5.950757929817246e-05,0.2865018569060876
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,11,0.0001045852028759271,0.28651060678080664
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,12,0.00018380960525703574,0.286532703094886
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,13,0.00032304733418960576,0.2865916610529831
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,14,0.0005677591221692486,0.2867542278636786
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,15,0.0009978426895706847,0.2872062479299672
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,16,0.0017537191288541595,0.28844131513562543
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,17,0.0030821800019722773,0.2916617569789011
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,18,0.005416964101181233,0.29939158429185175
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,19,0.00952037196228301,0.31578348222183683
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,20,0.016732154876282067,0.3456876776810879
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,21,0.029406939971781607,0.3932031711961993
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,22,0.05168300944487328,0.46206456285672826
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,23,0.09083343822383541,0.5580637824850293
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,24,0.15964073277048185,0.6911474014092761
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,25,0.2805702840037266,0.8731452858664188
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,26,0.4931052551550763,1.1099509850872056
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,27,0.8666377251067803,1.3939972082221197
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,28,1.5231250097751505,1.7010843824370476
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,29,2.6769083876618875,1.9942006992287944
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,30,4.70469493307868,2.239019642197315
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,31,8.268551331586274,2.420197894244287
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,32,14.53206681742012,2.5422482251900598
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,33,25.540261832715586,2.6192769476499715
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,34,44.88728153257109,2.6658964742714946
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,35,78.88987421434186,2.6933972782754223
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,36,138.64979212516369,2.709374763063576
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,37,243.6784827938841,2.7185752994989025
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,38,428.2675225587463,2.723846274280717
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,39,752.6847211772348,2.7268571386751934
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,40,1322.8513946348603,2.7285741024964043
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,41,2324.9253811747426,2.7295522727354635
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,42,4086.0810594091813,2.7301092408316228
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,43,7181.33087592958,2.730426278585577
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,44,12621.26531504399,2.7306067110477708
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,45,22182.00789030104,2.730709388376389
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,46,38985.11454781701,2.730767814828705
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,47,68516.75302896941,2.7308010601309776
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,48,120418.9214289653,2.7308199767267425
Beer_OriginalExtract_60_KS,Ridge,materialized,1,sg_smooth_w11_p2,49,211637.53384496146,2.7308307401665806
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,0,2.1163753384496148e-07,0.2899132595061061
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,1,3.719552143505856e-07,0.2899086973279871
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,2,6.537152411912949e-07,0.2899006815809667
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,3,1.1489114820232145e-06,0.28988660101198194
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,4,2.0192241366734657e-06,0.2898618764550251
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,5,3.5488078741668627e-06,0.28981849121930436
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,6,6.2370675444166e-06,0.28974245197846654
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,7,1.0961712477249167e-05,0.28960945992283743
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,8,1.9265326145368768e-05,0.2893777078071215
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,9,3.385901539177837e-05,0.2889764303453951
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,10,5.950757929817246e-05,0.2882893024835308
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,11,0.0001045852028759271,0.2871350547844986
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,12,0.00018380960525703574,0.28525850709250883
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,13,0.00032304733418960576,0.28237012838846315
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,14,0.0005677591221692486,0.27830497144093874
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,15,0.0009978426895706847,0.27335306615785254
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,16,0.0017537191288541595,0.2686433867384065
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,17,0.0030821800019722773,0.26629180518092044
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,18,0.005416964101181233,0.26933273790863255
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,19,0.00952037196228301,0.28170851592591056
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,20,0.016732154876282067,0.3080228975307221
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,21,0.029406939971781607,0.3532329623179143
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,22,0.05168300944487328,0.42271599088166767
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,23,0.09083343822383541,0.5229117146574486
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,24,0.15964073277048185,0.6629715800500905
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,25,0.2805702840037266,0.853331187107341
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,26,0.4931052551550763,1.0982361251537256
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,27,0.8666377251067803,1.3887530197218176
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,28,1.5231250097751505,1.700089375243999
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,29,2.6769083876618875,1.995336107958297
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,30,4.70469493307868,2.2407487418077308
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,31,8.268551331586274,2.42173168441522
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,32,14.53206681742012,2.5433576844884316
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,33,25.540261832715586,2.6199993910584154
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,34,44.88728153257109,2.666340253634874
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,35,78.88987421434186,2.693661030876355
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,36,138.64979212516369,2.7095286047217426
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,37,243.6784827938841,2.7186640783675986
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,38,428.2675225587463,2.7238971959489584
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,39,752.6847211772348,2.7268862452663667
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,40,1322.8513946348603,2.7285907069238666
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,41,2324.9253811747426,2.729561734436836
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,42,4086.0810594091813,2.73011462895231
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,43,7181.33087592958,2.7304293458246667
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,44,12621.26531504399,2.730608456742007
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,45,22182.00789030104,2.730710381807252
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,46,38985.11454781701,2.7307683801274947
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,47,68516.75302896941,2.7308013817945835
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,48,120418.9214289653,2.730820159754259
Beer_OriginalExtract_60_KS,Ridge,materialized,2,sg_smooth_w21_p3,49,211637.53384496146,2.73083084430848
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,0,2.1163753384496148e-07,0.9174569945963427
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,1,3.719552143505856e-07,0.9175373479184579
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,2,6.537152411912949e-07,0.9176785821154414
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,3,1.1489114820232145e-06,0.9179268405859329
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,4,2.0192241366734657e-06,0.9183632724582736
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,5,3.5488078741668627e-06,0.9191306505024285
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,6,6.2370675444166e-06,0.9204803320026634
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,7,1.0961712477249167e-05,0.922855218063637
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,8,1.9265326145368768e-05,0.9270362156125425
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,9,3.385901539177837e-05,0.934398582877433
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,10,5.950757929817246e-05,0.9473458896290481
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,11,0.0001045852028759271,0.9699750230916683
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,12,0.00018380960525703574,1.0088446646011957
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,13,0.00032304733418960576,1.0732043881329212
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,14,0.0005677591221692486,1.1735997482664282
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,15,0.0009978426895706847,1.3184725822814636
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,16,0.0017537191288541595,1.5094195014712088
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,17,0.0030821800019722773,1.7363056144133502
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,18,0.005416964101181233,1.9757095483455942
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,19,0.00952037196228301,2.1975084749276084
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,20,0.016732154876282067,2.3780891136863063
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,21,0.029406939971781607,2.5093989433851056
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,22,0.05168300944487328,2.5969055670726386
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,23,0.09083343822383541,2.6517855512664523
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,24,0.15964073277048185,2.684880131404646
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,25,0.2805702840037266,2.7043623319376
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,26,0.4931052551550763,2.7156678609179496
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,27,0.8666377251067803,2.7221737314698404
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,28,1.5231250097751505,2.725899519296221
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,29,2.6769083876618875,2.7280272882085925
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,30,4.70469493307868,2.729240512159186
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,31,8.268551331586274,2.7299316487334555
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,32,14.53206681742012,2.7303251647859006
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,33,25.540261832715586,2.7305491571818097
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,34,44.88728153257109,2.7306766340450825
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,35,78.88987421434186,2.730749175801702
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,36,138.64979212516369,2.730790454045395
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,37,243.6784827938841,2.730813941770135
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,38,428.2675225587463,2.730827306280715
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,39,752.6847211772348,2.7308349106085106
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,40,1322.8513946348603,2.7308392374016295
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,41,2324.9253811747426,2.7308416992994635
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,42,4086.0810594091813,2.7308431000897526
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,43,7181.33087592958,2.730843897121763
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,44,12621.26531504399,2.7308443506226556
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,45,22182.00789030104,2.7308446086587037
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,46,38985.11454781701,2.7308447554777957
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,47,68516.75302896941,2.7308448390159032
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,48,120418.9214289653,2.7308448865479718
Beer_OriginalExtract_60_KS,Ridge,materialized,3,sg_d1_w11_p2,49,211637.53384496146,2.7308449135930832
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,0,2.1163753384496148e-07,0.8441582535816513
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,1,3.719552143505856e-07,0.8441960629497283
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,2,6.537152411912949e-07,0.8442626083298459
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,3,1.1489114820232145e-06,0.8443798548574165
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,4,2.0192241366734657e-06,0.8445868135050286
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,5,3.5488078741668627e-06,0.844953281491002
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,6,6.2370675444166e-06,0.8456056264754352
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,7,1.0961712477249167e-05,0.8467767675067644
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,8,1.9265326145368768e-05,0.84890656583939
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,9,3.385901539177837e-05,0.8528487550750509
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,10,5.950757929817246e-05,0.8602962558326702
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,11,0.0001045852028759271,0.874609033559843
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,12,0.00018380960525703574,0.9021915893383529
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,13,0.00032304733418960576,0.9538899568381742
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,14,0.0005677591221692486,1.0441960298853492
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,15,0.0009978426895706847,1.1865435930713635
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,16,0.0017537191288541595,1.386049936047193
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,17,0.0030821800019722773,1.6319529723491748
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,18,0.005416964101181233,1.8959928894537537
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,19,0.00952037196228301,2.1419329290465985
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,20,0.016732154876282067,2.3420353428634977
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,21,0.029406939971781607,2.487161604101151
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,22,0.05168300944487328,2.583629949442846
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,23,0.09083343822383541,2.644016760047423
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,24,0.15964073277048185,2.680387476121479
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,25,0.2805702840037266,2.70178214746524
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,26,0.4931052551550763,2.7141919288425185
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,27,0.8666377251067803,2.721331389174999
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,28,1.5231250097751505,2.7254194067463566
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,29,2.6769083876618875,2.727753840926293
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,30,4.70469493307868,2.729084836899081
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,31,8.268551331586274,2.7298430432731706
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,32,14.53206681742012,2.7302747402927574
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,33,25.540261832715586,2.7305204633502216
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,34,44.88728153257109,2.7306603066774935
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,35,78.88987421434186,2.730739885436871
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,36,138.64979212516369,2.730785167851447
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,37,243.6784827938841,2.7308109339639572
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,38,428.2675225587463,2.7308255948687274
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,39,752.6847211772348,2.7308339368345966
Beer_OriginalExtract_60_KS,Ridge,materialized,4,sg_d1_w21_p3,40,1322.8513946348603,2.730838683336211
