task,model,mode,operator_index,operator,grid_index,hyperparameter,cv_rmse_mean
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,19,0.005769457699142877,3.693659754095014
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,20,0.010139883205893893,3.698062912113451
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,21,0.01782095246914516,3.7090771561143114
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,22,0.03132051330955488,3.7231808078783892
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,23,0.055046134917448655,3.7363322061916597
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,24,0.09674416697460622,3.746431845028391
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,25,0.1700289013505966,3.753302758485485
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,26,0.298827600656061,3.7576439180559964
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,27,0.5251926831528924,3.76026852130465
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,28,0.9230317207372032,3.7618149269664967
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,29,1.622238056273637,3.762712570624655
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,30,2.851100619944704,3.7632291793446617
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,31,5.010839632082894,3.763525041439525
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,32,8.806603892829168,3.7636940080781907
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,33,15.477699910534813,3.7637903509213637
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,34,27.202222041079068,3.763845234591887
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,35,47.8081942568556,3.7638764840193852
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,36,84.02340936154543,3.7638942714428945
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,37,147.6720346894401,3.763904394489058
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,38,259.535169960616,3.7639101550922094
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,39,456.13581872927614,3.763913433033134
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,40,801.6635477935444,3.7639152982136608
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,41,1408.9322028059394,3.763916359501016
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,42,2476.2133161315014,3.7639169633672744
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,43,4351.971212508043,3.763917306961667
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,44,7648.635645045067,3.7639175024631086
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,45,13442.558411809769,3.76391761370108
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,46,23625.43923398689,3.763917676994083
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,47,41521.960470593156,3.7639177130069825
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,48,72975.28669186804,3.7639177334978484
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,3,sg_d1_w11_p2,49,128254.84171278293,3.76391774515688
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,0,1.2825484171278292e-07,3.5201260947197412
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,1,2.2540924699928569e-07,3.5202738638470037
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,2,3.9615914654176216e-07,3.513428891558701
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,3,6.962539091805539e-07,3.500158228942643
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,4,1.2236736429815074e-06,3.4828028321732596
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,5,2.15061942889477e-06,3.46811487291602
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,6,3.779736496301698e-06,3.4670639433534136
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,7,6.6429270514016625e-06,3.4881930677248034
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,8,1.1675014872973745e-05,3.5290896896102355
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,9,2.0518962684589044e-05,3.577115377248591
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,10,3.6062294929164276e-05,3.6191505582585477
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,11,6.337986649465327e-05,3.6492695145240814
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,12,0.0001113907887662313,3.6690379791510646
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,13,0.00019577049476760742,3.6829279887552295
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,14,0.0003440687245871494,3.6937376157363992
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,15,0.0006047044391421525,3.701226864045708
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,16,0.0010627744766891906,3.7038867097689385
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,17,0.001867837434605745,3.7015533729667602
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,18,0.0032827441368211098,3.6966841166746915
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,19,0.005769457699142877,3.693733455262425
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,20,0.010139883205893893,3.6968469044730967
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,21,0.01782095246914516,3.706883720923878
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,22,0.03132051330955488,3.72076069601072
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,23,0.055046134917448655,3.734279638253523
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,24,0.09674416697460622,3.7449495809524413
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,25,0.1700289013505966,3.7523324845606405
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,26,0.298827600656061,3.7570450325507765
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,27,0.5251926831528924,3.7599114083577176
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,28,0.9230317207372032,3.7616062015531546
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,29,1.622238056273637,3.762591971631302
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,30,2.851100619944704,3.7631599567622898
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,31,5.010839632082894,3.763485457764657
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,32,8.806603892829168,3.7636714214351095
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,33,15.477699910534813,3.7637774786286555
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,34,27.202222041079068,3.7638379036871243
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,35,47.8081942568556,3.763872310647989
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,36,84.02340936154543,3.7638918961428134
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,37,147.6720346894401,3.763903042745966
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,38,259.535169960616,3.763909385894295
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,39,456.13581872927614,3.7639129953458004
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,40,801.6635477935444,3.763915049167653
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,41,1408.9322028059394,3.7639162177946552
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,42,2476.2133161315014,3.763916882737439
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,43,4351.971212508043,3.7639172610841065
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,44,7648.635645045067,3.763917476359306
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,45,13442.558411809769,3.7639175988483387
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,46,23625.43923398689,3.7639176685430633
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,47,41521.960470593156,3.7639177081984627
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,48,72975.28669186804,3.7639177307618636
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,4,sg_d1_w21_p3,49,128254.84171278293,3.763917743600141
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,0,1.2825484171278292e-07,3.5997042763731044
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,1,2.2540924699928569e-07,3.642469639886702
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,2,3.9615914654176216e-07,3.6781396932800945
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,3,6.962539091805539e-07,3.702511981225937
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,4,1.2236736429815074e-06,3.7142149844075663
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,5,2.15061942889477e-06,3.714268581997616
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,6,3.779736496301698e-06,3.705711588263521
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,7,6.6429270514016625e-06,3.693060315180844
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,8,1.1675014872973745e-05,3.680747063870805
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,9,2.0518962684589044e-05,3.671519934588079
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,10,3.6062294929164276e-05,3.666374904088942
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,11,6.337986649465327e-05,3.665118774996601
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,12,0.0001113907887662313,3.666390312296427
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,13,0.00019577049476760742,3.668240081295226
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,14,0.0003440687245871494,3.6698392211056836
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,15,0.0006047044391421525,3.672737790923697
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,16,0.0010627744766891906,3.6799912202996117
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,17,0.001867837434605745,3.693123511636692
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,18,0.0032827441368211098,3.7099895300293446
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,19,0.005769457699142877,3.7264946641578476
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,20,0.010139883205893893,3.739749537676297
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,21,0.01782095246914516,3.7490613075756167
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,22,0.03132051330955488,3.755068004809826
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,23,0.055046134917448655,3.7587459320901524
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,24,0.09674416697460622,3.7609293077697346
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,25,0.1700289013505966,3.762202256295783
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,26,0.298827600656061,3.7629367112818892
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,27,0.5251926831528924,3.763357943372077
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,28,0.9230317207372032,3.7635987078061306
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,29,1.622238056273637,3.7637360537173956
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,30,2.851100619944704,3.7638143166608593
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,31,5.010839632082894,3.763858884499986
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,32,8.806603892829168,3.7638842550804212
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,33,15.477699910534813,3.76389869451256
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,34,27.202222041079068,3.763906911622763
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,35,47.8081942568556,3.763911587458555
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,36,84.02340936154543,3.7639142480792813
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,37,147.6720346894401,3.7639157619798262
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,38,259.535169960616,3.7639166233828747
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,39,456.13581872927614,3.7639171135141765
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,40,801.6635477935444,3.763917392393779
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,41,1408.9322028059394,3.7639175510730096
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,42,2476.2133161315014,3.7639176413595186
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,43,4351.971212508043,3.7639176927313827
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,44,7648.635645045067,3.7639177219613003
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,45,13442.558411809769,3.7639177385927383
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,46,23625.43923398689,3.7639177480558046
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,47,41521.960470593156,3.7639177534401633
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,48,72975.28669186804,3.7639177565037913
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,5,sg_d2_w11_p2,49,128254.84171278293,3.7639177582469543
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,0,1.2825484171278292e-07,3.978776009036209
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,1,2.2540924699928569e-07,3.8663574512570937
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,2,3.9615914654176216e-07,3.7802058818902964
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,3,6.962539091805539e-07,3.724850408279548
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,4,1.2236736429815074e-06,3.6957245287399587
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,5,2.15061942889477e-06,3.6808080848414426
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,6,3.779736496301698e-06,3.667802226951694
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,7,6.6429270514016625e-06,3.649643356509551
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,8,1.1675014872973745e-05,3.625036289694017
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,9,2.0518962684589044e-05,3.595800975881729
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,10,3.6062294929164276e-05,3.565045648198106
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,11,6.337986649465327e-05,3.537870297403779
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,12,0.0001113907887662313,3.522348117210833
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,13,0.00019577049476760742,3.5272265207983153
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,14,0.0003440687245871494,3.5554120131184233
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,15,0.0006047044391421525,3.5990575738436
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,16,0.0010627744766891906,3.6441122786086835
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,17,0.001867837434605745,3.6797884576075353
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,18,0.0032827441368211098,3.702407290609984
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,19,0.005769457699142877,3.713335313806746
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,20,0.010139883205893893,3.7159426212207753
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,21,0.01782095246914516,3.713772317725725
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,22,0.03132051330955488,3.7101195352153242
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,23,0.055046134917448655,3.7082683043518143
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,24,0.09674416697460622,3.7108065699368593
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,25,0.1700289013505966,3.718115161212304
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,26,0.298827600656061,3.7282558781301693
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,27,0.5251926831528924,3.738570200996198
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,28,0.9230317207372032,3.7471833236632377
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,29,1.622238056273637,3.7534544535215466
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,30,2.851100619944704,3.757612003602022
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,31,5.010839632082894,3.760205377817738
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,32,8.806603892829168,3.7617630193750684
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,33,15.477699910534813,3.762677580125846
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,34,27.202222041079068,3.763207449488454
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,35,47.8081942568556,3.7635120776929227
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,36,84.02340936154543,3.7636864357885904
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,37,147.6720346894401,3.763785978548596
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,38,259.535169960616,3.763842726035763
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,39,456.13581872927614,3.7638750499595917
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,40,801.6635477935444,3.763893453302648
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,41,1408.9322028059394,3.76390392827222
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,42,2476.2133161315014,3.7639098895924334
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,43,4351.971212508043,3.763913281893282
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,44,7648.635645045067,3.763915212193139
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,45,13442.558411809769,3.76391631054873
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,46,23625.43923398689,3.763916935511568
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,47,41521.960470593156,3.763917291111329
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,48,72975.28669186804,3.7639174934442154
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,6,detrend_d1,49,128254.84171278293,3.763917608569365
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,0,1.2825484171278292e-07,3.877903393838973
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,1,2.2540924699928569e-07,3.7845914197918376
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,2,3.9615914654176216e-07,3.7144069632422982
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,3,6.962539091805539e-07,3.6720311804242294
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,4,1.2236736429815074e-06,3.652770025413522
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,5,2.15061942889477e-06,3.645571227993364
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,6,3.779736496301698e-06,3.6401800053141953
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,7,6.6429270514016625e-06,3.6299391056029657
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,8,1.1675014872973745e-05,3.6115291599157873
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,9,2.0518962684589044e-05,3.584590013981503
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,10,3.6062294929164276e-05,3.5517491564670207
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,11,6.337986649465327e-05,3.5192113710311324
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,12,0.0001113907887662313,3.4968830543069322
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,13,0.00019577049476760742,3.4953260696835584
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,14,0.0003440687245871494,3.5186743249356263
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,15,0.0006047044391421525,3.55956135322583
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,16,0.0010627744766891906,3.6041058781532476
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,17,0.001867837434605745,3.6422114315548897
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,18,0.0032827441368211098,3.6712338702436833
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,19,0.005769457699142877,3.692157318542016
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,20,0.010139883205893893,3.7059104740715947
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,21,0.01782095246914516,3.7133664419540118
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,22,0.03132051330955488,3.7166563710083693
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,23,0.055046134917448655,3.7191591654004563
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,24,0.09674416697460622,3.7237028718856457
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,25,0.1700289013505966,3.730796092305808
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,26,0.298827600656061,3.739012992602001
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,27,0.5251926831528924,3.7466446125428496
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,28,0.9230317207372032,3.7526945592622503
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,29,1.622238056273637,3.756969117643126
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,30,2.851100619944704,3.759754644594517
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,31,5.010839632082894,3.7614752124118644
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,32,8.806603892829168,3.7625028669020453
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,33,15.477699910534813,3.763104333067787
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,34,27.202222041079068,3.7634521748706184
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,35,47.8081942568556,3.763651947538637
An_spxyG70_30_byCultivar_MicroNIR,Ridge,materialized,7,detrend_d2,36,84.02340936154543,3.7637662232017597
