database_name,dataset,CNN,Catboost,PLS,Ridge,TabPFN-Raw,TabPFN-opt
GRAPEVINES,grapevine_chloride_556_KS,1073.719514334624,875.196391770851,915.735138197346,914.9612915669088,1004.7711085771856,771.2750618484285
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_ASD,3.5145827379590973,3.0972847750626595,3.6181784712144247,4.146281677356247,3.4195867941291915,3.4195867941291915
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR,3.916115741763163,3.959544574822563,3.7318902219042944,3.647020583392548,4.010255503725023,3.734769944542737
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,3.5599510921190065,4.163476803765716,4.202132209872175,4.127200381549012,4.005316833851728,3.6237328654559775
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_NeoSpectra,4.11519325075458,4.8041700890023495,4.927187099416517,4.802865456056688,4.374574398786281,4.484544769962023
GRAPEVINE_LeafTraits,LMA_spxyG70_30_byCultivar_ASD,0.3080723026334159,0.324087991799308,0.3123729471050324,0.3040851789224942,0.3142029546660064,0.302785366424565
GRAPEVINE_LeafTraits,WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,1.787942024636682,1.7864439261499914,1.85348186559904,1.5951757108023992,1.507199700321095,1.4832810032041188
IncombustibleMaterial,TIC_spxy70,4.484732080735033,3.8836388033062335,2.787786960121247,2.5068677859169117,3.4640680128660866,2.9618158540951023
LUCAS,LUCAS_SOC_Cropland_8731_NocitaKS,4.208835177803961,4.593548852001947,4.8609064546427785,4.599714710619973,3.752188640829693,3.330519129081399
LUCAS,LUCAS_SOC_all_26650_NocitaKS,,9.320681577794335,,,6.310093708139271,5.549614417482722
LUCAS,LUCAS_pH_Organic_1763_LiuRandomOrganic,0.2937801661651289,0.390868687416521,0.3281973936518934,0.3307517321744063,0.3437161762845032,0.2503169152062248
MALARIA,Malaria_Oocist_333_Maia,7781.917056183684,8008.055653763267,,,7872.586562811307,8084.587736739721
MALARIA,Malaria_Sporozoite_229_Maia,34339.01626517134,36236.08587813769,,,35027.55533360475,34162.99329936347
MANURE21,All_manure_CaO_SPXY_strat_Manure_type,6.357270272396967,6.548555293539626,7.528544191989094,6.898422615369386,5.561677568553957,5.621742848992302
MANURE21,All_manure_K2O_SPXY_strat_Manure_type,2.83999836949951,2.9866502830487853,2.36091887824198,2.341854235430136,2.6794924408313463,2.658345589992729
MANURE21,All_manure_MgO_SPXY_strat_Manure_type,1.0005233617630638,0.8518912219363179,0.7826806868853714,0.7736696013360851,0.7834426914589188,0.7508986236686556
MANURE21,All_manure_P2O5_SPXY_strat_Manure_type,3.074293528724575,2.5134006603653662,2.3003293127604723,2.54687928995717,2.3950313126089853,2.2951036862227383
MANURE21,All_manure_Total_N_SPXY_strat_Manure_type,1.8247846564270245,1.6932689102057146,1.7584969529696053,1.7064692893113451,1.7949795973712188,1.5941884695680253
MILK,Milk_Fat_1224_KS,0.1118968202312703,0.1076072499263633,0.0847539240564736,0.0862480620031288,0.1506755133776697,0.0804810781126017
MILK,Milk_Lactose_1224_KS,0.0558433627940406,0.0734632749827081,0.0554576865613542,0.0542675268453658,0.1236079699096345,0.0476799677937258
MILK,Milk_Urea_1224_KS,4.270099109768146,4.123773577115815,4.161019323655071,4.191121229855326,4.332178844974017,3.9276846609334144
PEACH,Brix_spxy70,,,,,0.7698634434844062,0.3967094148765152
PHOSPHORUS,LP_spxyG,0.1877679220994396,0.1775681231587723,0.1820014727143898,0.1715412566684358,0.1657184972518241,0.1831265619196814
PHOSPHORUS,MP_spxyG,0.0197390386259831,0.0192216436712246,0.0212033895694146,0.0210804207437171,0.0199865693618074,0.0213239925416399
PHOSPHORUS,NP_spxyG,0.1308428302701117,0.1046577279583968,0.1024775858943483,0.1187254415977093,0.1231536913775641,0.115737934160017
PHOSPHORUS,Pi_spxyG,0.2161549115938909,0.1640914842706666,0.1934192007908236,0.1783382503206829,0.157162626181273,0.1803016262304163
PHOSPHORUS,V25_spxyG,0.2429051266219819,0.3245479917041954,0.3043669902243574,0.3055656869296078,0.2632008951654764,0.2926425800034379
PLUMS,Firmness_spxy70,,0.2918197830454076,0.4653151011794641,0.2577670813995798,0.2609965718246939,0.2572658569578188
QUARTZ,Quartz_spxy70,0.0109287547359119,0.0069035822134068,3.3987655009200003e-09,3.3977579071917587e-09,0.0005494316147727,0.0004709108899428
TABLET,Escitalopramt_310_Zhao,0.3195409959979831,0.3107165334629424,0.337655637335533,0.3791222563597828,0.8433432586902941,0.3284213500881314
WOOD_density,WOOD_Density_402_Olale,0.1349870752928403,0.126721308075477,0.1283914545581485,0.1278871119669721,0.1273425697680852,0.1216669909436602
WOOD_density,WOOD_N_402_Olale,0.0648556609480335,0.0509146784257037,0.050733292038705,0.0491404173686128,0.048441743675388,0.0472945910950756
