database_name,dataset,CNN,Catboost,PLS,Ridge,TabPFN-Raw,TabPFN-opt
ALPINE,ALPINE_P_291_KS,0.0664148023614497,0.0603528865617188,0.0622707496529526,0.0589773153713793,0.0595929243596609,0.0434172262265824
AMYLOSE,Rice_Amylose_313_YbasedSplit,4.345497073743923,3.581127726639834,1.9053137710488337,1.8817195843299133,4.51115835426626,1.6324748680589178
BEEFMARBLING,Beef_Marbling_RandomSplit,71.84983848413216,65.97854293540463,74.42331712695719,73.35482910231548,66.26015325958707,61.66147586241889
BEER,Beer_OriginalExtract_60_KS,,0.4457752108607296,0.3785376580667717,0.3741797904845931,0.2509906164760517,0.1299057120433259
BEER,Beer_OriginalExtract_60_YbaseSplit,,0.8248772788864936,0.2559337959455767,0.1910032468197337,0.2248612839143847,0.1518057882280002
BERRY,brix_groupSampleID_stratDateVar_balRows,3.177753022430552,3.3154128982840474,3.63450236692312,3.494102191987137,3.17115561094959,2.853174648141779
BERRY,ph_groupSampleID_stratDateVar_balRows,0.3014082315709076,0.2578402052728352,0.3161983765407297,0.3133418251470631,0.251978582503602,0.2311397916046612
BERRY,ta_groupSampleID_stratDateVar_balRows,1.7845840739097385,1.6883051624461078,1.8842455461398468,1.801255958563449,1.6507169013755396,1.5232489464217651
BISCUIT,Biscuit_Fat_40_RandomSplit,,1.3058914497145615,1.2460131665087948,0.4834005245128199,0.4025310266762831,0.4496367672416956
BISCUIT,Biscuit_Sucrose_40_RandomSplit,,1.5124326715988914,1.5986900396222972,1.1462177673520162,1.5066320314346833,0.9563602522311316
COLZA,C_woOutlier,1.083652343279137,1.10283466346398,1.6479925765618069,2.249895808738,0.838604593642227,0.7934057539308966
COLZA,N_wOutlier,0.2275656278796885,0.2650874523717349,0.273325892100392,0.2677192893391858,0.2167147531633649,0.1753391406618567
COLZA,N_woOutlier,0.2284955254602308,0.2540808169377002,0.2380378882249404,0.2263305091990318,0.209232780207432,0.1774593952768322
CORN,Corn_Oil_80_ZhengChenPelegYbaseSplit,0.1400469931426546,0.0934955426164865,0.0234765281539116,0.0425519237170362,0.1102293322720551,0.024732365270999
CORN,Corn_Starch_80_ZhengChenPelegYbaseSplit,0.7391460265739083,0.1903484437835889,0.084406180543604,0.1969116408407737,0.4974513589991104,0.0640284145472728
DIESEL,DIESEL_bp50_246_b-a,8.9960753312349,6.186257544946492,3.2879436552500017,2.838465222966137,4.144354634385353,4.32793289222884
DIESEL,DIESEL_bp50_246_hla-b,8.830814458704207,7.274328543367229,2.959740670399023,2.719963167674533,4.568122576497599,4.204671505294696
DIESEL,DIESEL_bp50_246_hlb-a,9.316116492179855,6.045254390410433,3.3371545038764685,2.7879913509722343,3.4955264046807555,2.941691963741545
DarkResp,Rd25_CBtestSite,0.329324325326808,0.3714565878170351,0.2485778076832695,0.2368010415215184,0.3400336825744706,0.2768014604928451
DarkResp,Rd25_GTtestSite,0.3110374714927551,0.3073737580103328,0.2611671026431517,0.1967872404012098,0.3762790212350022,0.283656162595822
DarkResp,Rd25_XSBNtestSite,0.2797961738540649,0.2792855200781804,0.315774422720676,0.2630907924365289,0.2991961027386562,0.2555386706070408
DarkResp,Rd25_spxy70,0.1888844900914862,0.1663522134539291,0.1794124986225498,0.1736482467231991,0.1664553680455906,0.1662338831839056
ECOSIS_LeafTraits,Ccar_spxyG_block2deg,6.3384977343867615,39.54812279603111,64.29414172192388,66.63105982394346,32.423696411112154,30.400491431444763
ECOSIS_LeafTraits,Chla+b_spxyG_block2deg,47.58857808223682,55.892551960924,68.48299411322476,72.88079011425634,59.89801078051081,70.2517756389499
ECOSIS_LeafTraits,Chla+b_spxyG_species,26.784691491905424,26.549529540829685,65.10231168682624,63.69881633405782,60.69883695501996,49.00256863506216
ECOSIS_LeafTraits,LMA_spxyG_block2deg,,,,,22.192536591233083,
FUSARIUM,FinalScore_grp70_30_scoreQ,,,,,1.3487084980622803,
FUSARIUM,Fv_Fm_grp70_30,0.0296308592414648,0.0294391221860153,0.0315504531041416,0.0283570670054036,0.0309108634547573,0.0255441423119991
FUSARIUM,Tleaf_grp70_30,,,,,2.8869659770405227,
