dataset,variant,seed,operator_bank,rmsep,n_components_selected,parsed,skip_reason,selected_op_1,selected_op_2,unique_ops_count,most_frequent_op,selected_op_3,selected_op_4,selected_op_5,selected_op_6,selected_op_7,selected_op_8,selected_op_9,selected_op_10,selected_op_11,selected_op_12,selected_op_13,selected_op_14,selected_op_15
Firmness_spxy70,PLS-standard-numpy,0,identity,0.2967790298425745,2.0,True,,identity,identity,1.0,identity,,,,,,,,,,,,,
Firmness_spxy70,AOM-compact-simpls-covariance-numpy,0,compact,0.4320036360381878,15.0,True,,detrend_d2,detrend_d2,1.0,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2
Firmness_spxy70,AOM-default-nipals-adjoint-numpy,0,default,0.3770677218964058,7.0,True,,sg_d2_w21_p2,sg_d2_w21_p2,1.0,sg_d2_w21_p2,sg_d2_w21_p2,sg_d2_w21_p2,sg_d2_w21_p2,sg_d2_w21_p2,sg_d2_w21_p2,,,,,,,,
Firmness_spxy70,POP-simpls-covariance-numpy,0,compact,0.3075696021134862,15.0,True,,component_6,component_6,5.0,component_6,component_8,component_6,component_2,component_5,component_6,component_6,component_5,component_8,component_7,component_7,component_8,component_8,component_7
Firmness_spxy70,POP-nipals-adjoint-numpy,0,compact,0.3675716183573173,6.0,True,,component_6,component_6,3.0,component_6,component_8,component_6,component_8,component_9,,,,,,,,,
Firmness_spxy70,nirs4all-AOM-PLS-default,0,production_default,0.3770677218964304,7.0,False,missing_or_empty_sequence,,,,,,,,,,,,,,,,,
Firmness_spxy70,AOM-compact-cv3-numpy,0,compact,0.3253825229113011,1.0,True,,detrend_d1,,1.0,detrend_d1,,,,,,,,,,,,,
Firmness_spxy70,AOM-compact-cv5-numpy,0,compact,0.2949028166087614,2.0,True,,sg_d1_w21_p3,sg_d1_w21_p3,1.0,sg_d1_w21_p3,,,,,,,,,,,,,
Firmness_spxy70,ASLS-AOM-compact-cv5-numpy,0,compact,0.320927853314207,1.0,True,,fd_d1,,1.0,fd_d1,,,,,,,,,,,,,
Brix_spxy70,PLS-standard-numpy,0,identity,1.7103507371910391,12.0,True,,identity,identity,1.0,identity,identity,identity,identity,identity,identity,identity,identity,identity,identity,identity,,,
Brix_spxy70,AOM-compact-simpls-covariance-numpy,0,compact,2.0181761646620657,15.0,True,,sg_d2_w11_p2,sg_d2_w11_p2,1.0,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2
Brix_spxy70,AOM-default-nipals-adjoint-numpy,0,default,2.018176164662046,15.0,True,,compose(sg_d2_w11_p2|detrend_d0),compose(sg_d2_w11_p2|detrend_d0),1.0,compose(sg_d2_w11_p2|detrend_d0),compose(sg_d2_w11_p2|detrend_d0),compose(sg_d2_w11_p2|detrend_d0),compose(sg_d2_w11_p2|detrend_d0),compose(sg_d2_w11_p2|detrend_d0),compose(sg_d2_w11_p2|detrend_d0),compose(sg_d2_w11_p2|detrend_d0),compose(sg_d2_w11_p2|detrend_d0),compose(sg_d2_w11_p2|detrend_d0),compose(sg_d2_w11_p2|detrend_d0),compose(sg_d2_w11_p2|detrend_d0),compose(sg_d2_w11_p2|detrend_d0),compose(sg_d2_w11_p2|detrend_d0),compose(sg_d2_w11_p2|detrend_d0)
Brix_spxy70,POP-simpls-covariance-numpy,0,compact,0.999732420087685,2.0,True,,component_8,component_8,1.0,component_8,,,,,,,,,,,,,
Brix_spxy70,POP-nipals-adjoint-numpy,0,compact,0.9997324200877462,2.0,True,,component_8,component_8,1.0,component_8,,,,,,,,,,,,,
Brix_spxy70,nirs4all-AOM-PLS-default,0,production_default,2.0181761646620417,15.0,False,missing_or_empty_sequence,,,,,,,,,,,,,,,,,
Brix_spxy70,AOM-compact-cv3-numpy,0,compact,1.4204672370620972,8.0,True,,fd_d1,fd_d1,1.0,fd_d1,fd_d1,fd_d1,fd_d1,fd_d1,fd_d1,fd_d1,,,,,,,
Brix_spxy70,AOM-compact-cv5-numpy,0,compact,1.7489561606731527,13.0,True,,detrend_d1,detrend_d1,1.0,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,,
Brix_spxy70,ASLS-AOM-compact-cv5-numpy,0,compact,0.9862896201110516,4.0,True,,detrend_d2,detrend_d2,1.0,detrend_d2,detrend_d2,detrend_d2,,,,,,,,,,,
Beer_OriginalExtract_60_KS,PLS-standard-numpy,0,identity,0.5783836208398858,4.0,True,,identity,identity,1.0,identity,identity,identity,,,,,,,,,,,
Beer_OriginalExtract_60_KS,AOM-compact-simpls-covariance-numpy,0,compact,0.4250908780011068,15.0,True,,detrend_d1,detrend_d1,1.0,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1
Beer_OriginalExtract_60_KS,AOM-default-nipals-adjoint-numpy,0,default,0.2041832245698669,1.0,True,,compose(sg_d1_w41_p2|detrend_d1),,1.0,compose(sg_d1_w41_p2|detrend_d1),,,,,,,,,,,,,
Beer_OriginalExtract_60_KS,POP-simpls-covariance-numpy,0,compact,1.8020488175084584,1.0,True,,component_6,,1.0,component_6,,,,,,,,,,,,,
Beer_OriginalExtract_60_KS,POP-nipals-adjoint-numpy,0,compact,1.624438857764653,15.0,True,,component_6,component_6,7.0,component_9,component_9,component_1,component_8,component_6,component_2,component_5,component_9,component_3,component_9,component_5,component_9,component_6,component_9
Beer_OriginalExtract_60_KS,nirs4all-AOM-PLS-default,0,production_default,0.204183224569868,1.0,False,missing_or_empty_sequence,,,,,,,,,,,,,,,,,
Beer_OriginalExtract_60_KS,AOM-compact-cv3-numpy,0,compact,0.3288731834575107,3.0,True,,sg_smooth_w21_p3,sg_smooth_w21_p3,1.0,sg_smooth_w21_p3,sg_smooth_w21_p3,,,,,,,,,,,,
Beer_OriginalExtract_60_KS,AOM-compact-cv5-numpy,0,compact,0.3288731834575107,3.0,True,,sg_smooth_w21_p3,sg_smooth_w21_p3,1.0,sg_smooth_w21_p3,sg_smooth_w21_p3,,,,,,,,,,,,
Beer_OriginalExtract_60_KS,ASLS-AOM-compact-cv5-numpy,0,compact,0.2368898225553062,4.0,True,,sg_smooth_w21_p3,sg_smooth_w21_p3,1.0,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,,,,,,,,,,,
Beer_OriginalExtract_60_YbaseSplit,PLS-standard-numpy,0,identity,0.9263079540752552,1.0,True,,identity,,1.0,identity,,,,,,,,,,,,,
Beer_OriginalExtract_60_YbaseSplit,AOM-compact-simpls-covariance-numpy,0,compact,0.9473565532735878,1.0,True,,sg_smooth_w11_p2,,1.0,sg_smooth_w11_p2,,,,,,,,,,,,,
Beer_OriginalExtract_60_YbaseSplit,AOM-default-nipals-adjoint-numpy,0,default,0.2107115974147592,3.0,True,,compose(sg_d1_w41_p2|detrend_d1),compose(sg_d1_w41_p2|detrend_d1),1.0,compose(sg_d1_w41_p2|detrend_d1),compose(sg_d1_w41_p2|detrend_d1),,,,,,,,,,,,
Beer_OriginalExtract_60_YbaseSplit,POP-simpls-covariance-numpy,0,compact,0.8131788125619965,8.0,True,,component_4,component_4,5.0,component_4,component_9,component_8,component_9,component_3,component_3,component_5,,,,,,,
Beer_OriginalExtract_60_YbaseSplit,POP-nipals-adjoint-numpy,0,compact,0.8123305680952287,13.0,True,,component_4,component_4,7.0,component_9,component_9,component_8,component_9,component_2,component_2,component_6,component_9,component_5,component_3,component_3,component_5,,
Beer_OriginalExtract_60_YbaseSplit,nirs4all-AOM-PLS-default,0,production_default,0.2107115974147587,3.0,False,missing_or_empty_sequence,,,,,,,,,,,,,,,,,
Beer_OriginalExtract_60_YbaseSplit,AOM-compact-cv3-numpy,0,compact,0.2985422875159903,13.0,True,,sg_smooth_w21_p3,sg_smooth_w21_p3,1.0,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,,
Beer_OriginalExtract_60_YbaseSplit,AOM-compact-cv5-numpy,0,compact,0.2793228826287099,7.0,True,,sg_smooth_w21_p3,sg_smooth_w21_p3,1.0,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,,,,,,,,
Beer_OriginalExtract_60_YbaseSplit,ASLS-AOM-compact-cv5-numpy,0,compact,0.2537831878709551,3.0,True,,sg_smooth_w21_p3,sg_smooth_w21_p3,1.0,sg_smooth_w21_p3,sg_smooth_w21_p3,,,,,,,,,,,,
Biscuit_Sucrose_40_RandomSplit,PLS-standard-numpy,0,identity,1.1544618734444572,5.0,True,,identity,identity,1.0,identity,identity,identity,identity,,,,,,,,,,
Biscuit_Sucrose_40_RandomSplit,AOM-compact-simpls-covariance-numpy,0,compact,1.194712443409029,5.0,True,,sg_smooth_w21_p3,sg_smooth_w21_p3,1.0,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,,,,,,,,,,
Biscuit_Sucrose_40_RandomSplit,AOM-default-nipals-adjoint-numpy,0,default,4.346934040836874,15.0,True,,sg_smooth_w31_p2,sg_smooth_w31_p2,1.0,sg_smooth_w31_p2,sg_smooth_w31_p2,sg_smooth_w31_p2,sg_smooth_w31_p2,sg_smooth_w31_p2,sg_smooth_w31_p2,sg_smooth_w31_p2,sg_smooth_w31_p2,sg_smooth_w31_p2,sg_smooth_w31_p2,sg_smooth_w31_p2,sg_smooth_w31_p2,sg_smooth_w31_p2,sg_smooth_w31_p2
Biscuit_Sucrose_40_RandomSplit,POP-simpls-covariance-numpy,0,compact,4.838187092599439,15.0,True,,component_7,component_5,6.0,component_7,component_7,component_8,component_6,component_8,component_5,component_7,component_7,component_6,component_8,component_6,component_4,component_6,component_9
Biscuit_Sucrose_40_RandomSplit,POP-nipals-adjoint-numpy,0,compact,1.938486166307943,11.0,True,,component_7,component_9,7.0,component_8,component_8,component_1,component_8,component_5,component_7,component_3,component_8,component_5,component_6,,,,
Biscuit_Sucrose_40_RandomSplit,nirs4all-AOM-PLS-default,0,production_default,4.346934040836885,15.0,False,missing_or_empty_sequence,,,,,,,,,,,,,,,,,
Biscuit_Sucrose_40_RandomSplit,AOM-compact-cv3-numpy,0,compact,1.151771036149548,7.0,True,,sg_d1_w11_p2,sg_d1_w11_p2,1.0,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,,,,,,,,
Biscuit_Sucrose_40_RandomSplit,AOM-compact-cv5-numpy,0,compact,1.164949836704304,5.0,True,,detrend_d2,detrend_d2,1.0,detrend_d2,detrend_d2,detrend_d2,detrend_d2,,,,,,,,,,
Biscuit_Sucrose_40_RandomSplit,ASLS-AOM-compact-cv5-numpy,0,compact,0.881698340051363,5.0,True,,sg_smooth_w21_p3,sg_smooth_w21_p3,1.0,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,,,,,,,,,,
Biscuit_Fat_40_RandomSplit,PLS-standard-numpy,0,identity,0.4196763112966035,8.0,True,,identity,identity,1.0,identity,identity,identity,identity,identity,identity,identity,,,,,,,
Biscuit_Fat_40_RandomSplit,AOM-compact-simpls-covariance-numpy,0,compact,0.549098354172989,8.0,True,,detrend_d1,detrend_d1,1.0,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,,,,,,,
Biscuit_Fat_40_RandomSplit,AOM-default-nipals-adjoint-numpy,0,default,0.5490983541729928,8.0,True,,detrend_d1,detrend_d1,1.0,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,,,,,,,
Biscuit_Fat_40_RandomSplit,POP-simpls-covariance-numpy,0,compact,2.035336417603899,1.0,True,,component_7,,1.0,component_7,,,,,,,,,,,,,
Biscuit_Fat_40_RandomSplit,POP-nipals-adjoint-numpy,0,compact,2.0353364176038995,1.0,True,,component_7,,1.0,component_7,,,,,,,,,,,,,
Biscuit_Fat_40_RandomSplit,nirs4all-AOM-PLS-default,0,production_default,0.5490983541729896,8.0,False,missing_or_empty_sequence,,,,,,,,,,,,,,,,,
Biscuit_Fat_40_RandomSplit,AOM-compact-cv3-numpy,0,compact,0.4421337813655058,15.0,True,,detrend_d1,detrend_d1,1.0,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1
Biscuit_Fat_40_RandomSplit,AOM-compact-cv5-numpy,0,compact,0.4421337813655058,15.0,True,,detrend_d1,detrend_d1,1.0,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1,detrend_d1
Biscuit_Fat_40_RandomSplit,ASLS-AOM-compact-cv5-numpy,0,compact,0.4371357596760806,14.0,True,,identity,identity,1.0,identity,identity,identity,identity,identity,identity,identity,identity,identity,identity,identity,identity,identity,
TIC_spxy70,PLS-standard-numpy,0,identity,3.9911518618136697,10.0,True,,identity,identity,1.0,identity,identity,identity,identity,identity,identity,identity,identity,identity,,,,,
TIC_spxy70,AOM-compact-simpls-covariance-numpy,0,compact,2.950062010529332,12.0,True,,sg_d1_w21_p3,sg_d1_w21_p3,1.0,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,,,
TIC_spxy70,AOM-default-nipals-adjoint-numpy,0,default,3.092131547331423,12.0,True,,compose(nw_g5_s5_d2|detrend_d0),compose(nw_g5_s5_d2|detrend_d0),1.0,compose(nw_g5_s5_d2|detrend_d0),compose(nw_g5_s5_d2|detrend_d0),compose(nw_g5_s5_d2|detrend_d0),compose(nw_g5_s5_d2|detrend_d0),compose(nw_g5_s5_d2|detrend_d0),compose(nw_g5_s5_d2|detrend_d0),compose(nw_g5_s5_d2|detrend_d0),compose(nw_g5_s5_d2|detrend_d0),compose(nw_g5_s5_d2|detrend_d0),compose(nw_g5_s5_d2|detrend_d0),compose(nw_g5_s5_d2|detrend_d0),,,
TIC_spxy70,POP-simpls-covariance-numpy,0,compact,4.554751601351778,2.0,True,,component_3,component_1,2.0,component_3,,,,,,,,,,,,,
TIC_spxy70,POP-nipals-adjoint-numpy,0,compact,4.557233478115758,2.0,True,,component_3,component_1,2.0,component_3,,,,,,,,,,,,,
TIC_spxy70,nirs4all-AOM-PLS-default,0,production_default,3.0921315473314235,12.0,False,missing_or_empty_sequence,,,,,,,,,,,,,,,,,
TIC_spxy70,AOM-compact-cv3-numpy,0,compact,3.788055843147295,6.0,True,,sg_smooth_w21_p3,sg_smooth_w21_p3,1.0,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,,,,,,,,,
TIC_spxy70,AOM-compact-cv5-numpy,0,compact,3.7127173960446944,7.0,True,,sg_smooth_w21_p3,sg_smooth_w21_p3,1.0,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,,,,,,,,
TIC_spxy70,ASLS-AOM-compact-cv5-numpy,0,compact,3.697718775126764,8.0,True,,sg_smooth_w21_p3,sg_smooth_w21_p3,1.0,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3,,,,,,,
Corn_Oil_80_ZhengChenPelegYbaseSplit,PLS-standard-numpy,0,identity,0.0662781069598637,15.0,True,,identity,identity,1.0,identity,identity,identity,identity,identity,identity,identity,identity,identity,identity,identity,identity,identity,identity
Corn_Oil_80_ZhengChenPelegYbaseSplit,AOM-compact-simpls-covariance-numpy,0,compact,0.0265166017645969,15.0,True,,sg_d1_w21_p3,sg_d1_w21_p3,1.0,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3
Corn_Oil_80_ZhengChenPelegYbaseSplit,AOM-default-nipals-adjoint-numpy,0,default,0.0221767524674993,15.0,True,,compose(sg_d2_w15_p3|detrend_d1),compose(sg_d2_w15_p3|detrend_d1),1.0,compose(sg_d2_w15_p3|detrend_d1),compose(sg_d2_w15_p3|detrend_d1),compose(sg_d2_w15_p3|detrend_d1),compose(sg_d2_w15_p3|detrend_d1),compose(sg_d2_w15_p3|detrend_d1),compose(sg_d2_w15_p3|detrend_d1),compose(sg_d2_w15_p3|detrend_d1),compose(sg_d2_w15_p3|detrend_d1),compose(sg_d2_w15_p3|detrend_d1),compose(sg_d2_w15_p3|detrend_d1),compose(sg_d2_w15_p3|detrend_d1),compose(sg_d2_w15_p3|detrend_d1),compose(sg_d2_w15_p3|detrend_d1),compose(sg_d2_w15_p3|detrend_d1)
Corn_Oil_80_ZhengChenPelegYbaseSplit,POP-simpls-covariance-numpy,0,compact,0.1603656473140736,1.0,True,,component_6,,1.0,component_6,,,,,,,,,,,,,
Corn_Oil_80_ZhengChenPelegYbaseSplit,POP-nipals-adjoint-numpy,0,compact,0.1603656473140736,1.0,True,,component_6,,1.0,component_6,,,,,,,,,,,,,
Corn_Oil_80_ZhengChenPelegYbaseSplit,nirs4all-AOM-PLS-default,0,production_default,0.0221767524674975,15.0,False,missing_or_empty_sequence,,,,,,,,,,,,,,,,,
Corn_Oil_80_ZhengChenPelegYbaseSplit,AOM-compact-cv3-numpy,0,compact,0.0296536856230262,14.0,True,,sg_d1_w21_p3,sg_d1_w21_p3,1.0,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,
Corn_Oil_80_ZhengChenPelegYbaseSplit,AOM-compact-cv5-numpy,0,compact,0.0265166017645963,15.0,True,,sg_d1_w21_p3,sg_d1_w21_p3,1.0,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3
Corn_Oil_80_ZhengChenPelegYbaseSplit,ASLS-AOM-compact-cv5-numpy,0,compact,0.023698596821882,15.0,True,,sg_d1_w11_p2,sg_d1_w11_p2,1.0,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2
Corn_Starch_80_ZhengChenPelegYbaseSplit,PLS-standard-numpy,0,identity,0.1972009927466326,14.0,True,,identity,identity,1.0,identity,identity,identity,identity,identity,identity,identity,identity,identity,identity,identity,identity,identity,
Corn_Starch_80_ZhengChenPelegYbaseSplit,AOM-compact-simpls-covariance-numpy,0,compact,0.1388250484925488,15.0,True,,sg_d1_w21_p3,sg_d1_w21_p3,1.0,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3
Corn_Starch_80_ZhengChenPelegYbaseSplit,AOM-default-nipals-adjoint-numpy,0,default,0.1694680967921156,11.0,True,,compose(sg_d2_w15_p3|detrend_d0),compose(sg_d2_w15_p3|detrend_d0),1.0,compose(sg_d2_w15_p3|detrend_d0),compose(sg_d2_w15_p3|detrend_d0),compose(sg_d2_w15_p3|detrend_d0),compose(sg_d2_w15_p3|detrend_d0),compose(sg_d2_w15_p3|detrend_d0),compose(sg_d2_w15_p3|detrend_d0),compose(sg_d2_w15_p3|detrend_d0),compose(sg_d2_w15_p3|detrend_d0),compose(sg_d2_w15_p3|detrend_d0),compose(sg_d2_w15_p3|detrend_d0),,,,
Corn_Starch_80_ZhengChenPelegYbaseSplit,POP-simpls-covariance-numpy,0,compact,0.787584488525021,1.0,True,,component_3,,1.0,component_3,,,,,,,,,,,,,
Corn_Starch_80_ZhengChenPelegYbaseSplit,POP-nipals-adjoint-numpy,0,compact,0.787584488525021,1.0,True,,component_3,,1.0,component_3,,,,,,,,,,,,,
Corn_Starch_80_ZhengChenPelegYbaseSplit,nirs4all-AOM-PLS-default,0,production_default,0.169468096792113,11.0,False,missing_or_empty_sequence,,,,,,,,,,,,,,,,,
Corn_Starch_80_ZhengChenPelegYbaseSplit,AOM-compact-cv3-numpy,0,compact,0.138825048492548,15.0,True,,sg_d1_w21_p3,sg_d1_w21_p3,1.0,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3,sg_d1_w21_p3
Corn_Starch_80_ZhengChenPelegYbaseSplit,AOM-compact-cv5-numpy,0,compact,0.1394191461678669,15.0,True,,sg_d1_w11_p2,sg_d1_w11_p2,1.0,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2
Corn_Starch_80_ZhengChenPelegYbaseSplit,ASLS-AOM-compact-cv5-numpy,0,compact,0.1818261145435869,15.0,True,,sg_d1_w11_p2,sg_d1_w11_p2,1.0,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2,sg_d1_w11_p2
WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,PLS-standard-numpy,0,identity,1.4576145661742068,9.0,True,,identity,identity,1.0,identity,identity,identity,identity,identity,identity,identity,identity,,,,,,
WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,AOM-compact-simpls-covariance-numpy,0,compact,1.7609425297162018,13.0,True,,sg_d2_w11_p2,sg_d2_w11_p2,1.0,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,,
WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,AOM-default-nipals-adjoint-numpy,0,default,1.5559010794745662,6.0,True,,compose(nw_g5_s1_d2|detrend_d0),compose(nw_g5_s1_d2|detrend_d0),1.0,compose(nw_g5_s1_d2|detrend_d0),compose(nw_g5_s1_d2|detrend_d0),compose(nw_g5_s1_d2|detrend_d0),compose(nw_g5_s1_d2|detrend_d0),compose(nw_g5_s1_d2|detrend_d0),,,,,,,,,
WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,POP-simpls-covariance-numpy,0,compact,1.7341190418834105,1.0,True,,component_3,,1.0,component_3,,,,,,,,,,,,,
WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,POP-nipals-adjoint-numpy,0,compact,1.7341190418834105,1.0,True,,component_3,,1.0,component_3,,,,,,,,,,,,,
WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,nirs4all-AOM-PLS-default,0,production_default,1.5559010794745658,6.0,False,missing_or_empty_sequence,,,,,,,,,,,,,,,,,
WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,AOM-compact-cv3-numpy,0,compact,1.5594523164359233,8.0,True,,detrend_d2,detrend_d2,1.0,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2,,,,,,,
WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,AOM-compact-cv5-numpy,0,compact,1.4155459406423567,7.0,True,,fd_d1,fd_d1,1.0,fd_d1,fd_d1,fd_d1,fd_d1,fd_d1,fd_d1,,,,,,,,
WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,ASLS-AOM-compact-cv5-numpy,0,compact,1.311399393762144,8.0,True,,fd_d1,fd_d1,1.0,fd_d1,fd_d1,fd_d1,fd_d1,fd_d1,fd_d1,fd_d1,,,,,,,
An_spxyG70_30_byCultivar_ASD,PLS-standard-numpy,0,identity,3.8675945555060345,8.0,True,,identity,identity,1.0,identity,identity,identity,identity,identity,identity,identity,,,,,,,
An_spxyG70_30_byCultivar_ASD,AOM-compact-simpls-covariance-numpy,0,compact,3.904052294157028,7.0,True,,sg_d2_w11_p2,sg_d2_w11_p2,1.0,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,,,,,,,,
An_spxyG70_30_byCultivar_ASD,AOM-default-nipals-adjoint-numpy,0,default,3.904052294157023,7.0,True,,sg_d2_w11_p2,sg_d2_w11_p2,1.0,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,sg_d2_w11_p2,,,,,,,,
An_spxyG70_30_byCultivar_ASD,POP-simpls-covariance-numpy,0,compact,3.451019126332185,1.0,True,,component_7,,1.0,component_7,,,,,,,,,,,,,
An_spxyG70_30_byCultivar_ASD,POP-nipals-adjoint-numpy,0,compact,3.451019126332185,1.0,True,,component_7,,1.0,component_7,,,,,,,,,,,,,
An_spxyG70_30_byCultivar_ASD,nirs4all-AOM-PLS-default,0,production_default,3.904052294157057,7.0,False,missing_or_empty_sequence,,,,,,,,,,,,,,,,,
