700.03,702.33,704.62,706.9,709.19,711.48,713.77,716.05,718.34,720.63,722.91,725.19,727.48,729.76,732.04,734.32,736.61,738.89,741.17,743.44,745.72,748,750.28,752.55,754.83,757.1,759.38,761.65,763.92,766.2,768.47,770.74,773.01,775.28,777.55,779.82,782.08,784.35,786.62,788.88,791.15,793.41,795.67,797.94,800.2,802.46,804.72,806.98,809.24,811.5,813.76,816.01,818.27,820.53,822.78,825.04,827.29,829.54,831.8,834.05,836.3,838.55,840.8,843.05,845.3,847.54,849.79,852.04,854.28,856.53,858.77,861.01,863.26,865.5,867.74,869.98,872.22,874.46,876.7,878.93,881.17,883.41,885.64,887.88,890.11,892.34,894.58,896.81,899.04,901.27,903.5,905.73,907.96,910.18,912.41,914.64,916.86,919.09,921.31,923.53,925.75,927.98,930.2,932.42,934.64,936.85,939.07,941.29,943.51,945.72,947.94,950.15,952.36,954.58,956.79,959,961.21,963.42,965.63,967.84,970.04,972.25,974.45,976.66,978.86,981.07,983.27,985.47,987.67,989.87,992.07,994.27,996.47,998.67,1000.86,1003.06,1005.25,1007.45,1009.64,1011.83,1014.02,1016.22,1018.41,1020.6,1022.78,1024.97,1027.16,1029.35,1031.53,1033.72,1035.9,1038.08,1040.26,1042.45,1044.63,1046.81,1048.99
0.51501667,0.51609333,0.51666000,0.51760667,0.51875667,0.51863333,0.52003000,0.52112000,0.52158333,0.52284333,0.52381000,0.52438000,0.52579333,0.52666333,0.52784000,0.52860667,0.53002333,0.53096000,0.53119000,0.53242000,0.53347333,0.53408333,0.53540667,0.53680000,0.53789667,0.53865000,0.53981333,0.54116000,0.54165000,0.54268333,0.54362000,0.54537000,0.54627000,0.54703000,0.54795667,0.54888667,0.54939000,0.55144000,0.55154000,0.55258667,0.55439333,0.55491667,0.55673667,0.55719000,0.55849667,0.56017000,0.56146667,0.56256000,0.56399333,0.56506333,0.56588667,0.56754000,0.56891000,0.56968000,0.57075667,0.57229667,0.57352333,0.57456000,0.57697000,0.57804667,0.57900000,0.58076000,0.58172000,0.58241667,0.58425333,0.58530000,0.58698333,0.58860000,0.58928667,0.59097333,0.59209667,0.59386667,0.59496333,0.59719333,0.59803667,0.59909333,0.60082000,0.60266667,0.60423333,0.60587333,0.60704000,0.60860000,0.61017667,0.61218000,0.61321667,0.61493333,0.61656333,0.61912000,0.62168667,0.62259333,0.62365667,0.62590333,0.62834667,0.62927667,0.63036667,0.63214333,0.63411000,0.63517667,0.63638667,0.63938667,0.64135333,0.64270667,0.64429333,0.64679000,0.64933667,0.65098000,0.65399333,0.65571333,0.65920667,0.66136333,0.66486333,0.66768667,0.67246000,0.67724000,0.67957000,0.68435000,0.68686667,0.68942333,0.69126333,0.69413333,0.69699333,0.69898000,0.70099333,0.70219333,0.70405333,0.70505333,0.70745000,0.70825667,0.70941667,0.70951667,0.71048000,0.71085333,0.71192667,0.71152333,0.71369333,0.71410000,0.71358667,0.71438333,0.71462333,0.71521667,0.71660000,0.71592333,0.71671333,0.71669667,0.71659667,0.71617000,0.71618333,0.71619000,0.71684000,0.71778667,0.71674667,0.71699667,0.71823333,0.71827000,0.71892000,0.71701333,0.71890000
0.50109000,0.50008667,0.49916333,0.49750667,0.49671667,0.49578000,0.49566667,0.49521333,0.49519000,0.49510333,0.49502333,0.49471000,0.49567333,0.49531667,0.49620000,0.49625667,0.49752333,0.49859000,0.49879333,0.49990667,0.50060000,0.50125333,0.50224667,0.50402667,0.50479667,0.50582333,0.50694333,0.50734667,0.50768667,0.50816000,0.50843667,0.50986333,0.50978667,0.50957667,0.51038333,0.51119333,0.51204333,0.51297333,0.51306000,0.51365667,0.51514333,0.51617667,0.51721000,0.51768667,0.51952000,0.52019000,0.52104333,0.52197667,0.52339000,0.52351667,0.52523333,0.52620667,0.52747667,0.52856667,0.52909000,0.53080333,0.53232000,0.53305333,0.53457667,0.53589333,0.53659667,0.53863333,0.53896667,0.54022667,0.54186667,0.54276000,0.54451000,0.54528000,0.54697333,0.54818000,0.54989000,0.55120333,0.55245333,0.55386000,0.55509000,0.55569333,0.55818000,0.55910333,0.56036333,0.56221667,0.56328333,0.56504667,0.56623000,0.56806667,0.56918333,0.57119000,0.57287000,0.57574333,0.57731333,0.57914000,0.57981333,0.58219667,0.58357000,0.58459667,0.58602333,0.58737667,0.58923667,0.58956000,0.59144333,0.59356333,0.59564000,0.59674000,0.59865333,0.60137000,0.60318667,0.60575000,0.60853000,0.61097333,0.61359333,0.61579000,0.61920000,0.62218000,0.62767000,0.63211000,0.63495333,0.63853000,0.64168667,0.64476667,0.64608000,0.64919000,0.65155000,0.65405333,0.65582000,0.65739333,0.65862000,0.66051333,0.66081333,0.66337000,0.66404333,0.66518667,0.66560667,0.66724000,0.66699333,0.66754667,0.66910667,0.66904667,0.66908667,0.67031667,0.67064000,0.67040333,0.67144000,0.67200667,0.67206667,0.67224667,0.67220000,0.67171333,0.67175000,0.67217667,0.67242333,0.67208333,0.67202000,0.67240667,0.67438667,0.67386667,0.67445667,0.67397667,0.67476667
0.50919000,0.51024333,0.51029333,0.51092667,0.51145333,0.51125000,0.51217333,0.51302667,0.51355000,0.51395333,0.51515333,0.51557000,0.51688000,0.51777000,0.51833000,0.51917667,0.52062333,0.52150000,0.52224000,0.52328667,0.52459333,0.52563667,0.52663333,0.52844667,0.52923333,0.52993667,0.53170000,0.53273667,0.53226000,0.53366667,0.53407000,0.53537333,0.53544667,0.53583667,0.53713333,0.53773667,0.53811000,0.53987667,0.53978667,0.54133333,0.54213333,0.54297333,0.54454333,0.54518667,0.54619333,0.54759333,0.54857333,0.54982000,0.55131667,0.55202000,0.55297667,0.55471000,0.55536333,0.55645667,0.55754333,0.55952000,0.56043667,0.56139333,0.56374333,0.56488667,0.56566333,0.56739333,0.56819667,0.56925333,0.57065333,0.57183667,0.57329000,0.57496000,0.57590000,0.57774667,0.57864000,0.58039000,0.58155333,0.58378333,0.58517333,0.58594333,0.58740333,0.58975333,0.59071333,0.59230333,0.59421333,0.59562000,0.59733333,0.59892000,0.60049333,0.60276667,0.60429667,0.60700000,0.60868667,0.61053667,0.61094667,0.61343000,0.61507000,0.61632000,0.61816000,0.61937000,0.62066000,0.62210000,0.62290333,0.62563333,0.62724000,0.62915333,0.63085333,0.63328667,0.63571667,0.63840333,0.64041667,0.64328667,0.64623000,0.64910000,0.65273000,0.65632333,0.66138667,0.66572000,0.66780000,0.67265667,0.67573000,0.67885333,0.68059000,0.68351333,0.68654333,0.68838667,0.69085667,0.69198333,0.69394333,0.69516667,0.69671000,0.69869667,0.69967333,0.69997667,0.70086667,0.70043667,0.70256333,0.70275667,0.70271667,0.70406000,0.70440000,0.70526333,0.70592333,0.70532667,0.70688667,0.70803333,0.70679667,0.70666667,0.70678333,0.70784667,0.70746333,0.70711667,0.70817000,0.70764000,0.70767667,0.70739333,0.70905000,0.70861333,0.70836333,0.70793667,0.70926667
0.42444000,0.42498333,0.42507333,0.42628000,0.42635000,0.42685667,0.42823333,0.42828333,0.42944667,0.42991333,0.43123667,0.43138333,0.43291000,0.43293333,0.43457000,0.43552000,0.43660333,0.43771333,0.43852333,0.43990667,0.44033000,0.44181000,0.44288667,0.44394000,0.44498333,0.44565667,0.44586000,0.44747667,0.44834667,0.44950000,0.44974000,0.45123667,0.45258667,0.45307000,0.45391000,0.45460667,0.45564333,0.45730000,0.45739333,0.45878000,0.45970667,0.46099333,0.46197000,0.46349333,0.46494333,0.46577667,0.46715333,0.46896000,0.46952667,0.47027667,0.47227000,0.47274000,0.47437000,0.47597000,0.47646333,0.47835667,0.47946333,0.48127000,0.48229000,0.48345000,0.48485333,0.48629667,0.48778333,0.48934000,0.48999000,0.49087333,0.49275667,0.49405333,0.49583667,0.49717000,0.49861000,0.49993667,0.50081333,0.50322667,0.50522667,0.50590333,0.50765000,0.50934000,0.51119333,0.51165667,0.51451333,0.51628000,0.51760667,0.51910333,0.52213667,0.52346333,0.52499667,0.52703667,0.52871667,0.53086333,0.53199000,0.53444333,0.53680667,0.53775000,0.53909333,0.54040333,0.54279667,0.54410667,0.54601000,0.54732333,0.54979333,0.55203000,0.55360667,0.55533000,0.55762667,0.55910000,0.56148667,0.56365667,0.56694000,0.56906667,0.57209667,0.57438667,0.57884667,0.58341667,0.58567333,0.58909333,0.59273333,0.59580333,0.59792000,0.59975667,0.60154000,0.60375333,0.60637000,0.60824000,0.60858333,0.61156667,0.61205333,0.61354000,0.61415333,0.61541000,0.61640000,0.61760000,0.61820333,0.61844333,0.61875667,0.61885000,0.62081000,0.62034000,0.62128333,0.62217333,0.62301667,0.62206667,0.62231333,0.62341000,0.62396667,0.62386667,0.62347667,0.62338667,0.62334667,0.62423000,0.62482667,0.62351667,0.62439333,0.62565000,0.62576000,0.62563000,0.62700333
0.51872333,0.51983000,0.52083333,0.52227333,0.52272667,0.52435000,0.52574000,0.52732333,0.52857667,0.52938000,0.53133333,0.53195000,0.53424000,0.53529667,0.53671000,0.53741667,0.53996333,0.54117667,0.54181667,0.54389333,0.54491000,0.54627333,0.54735000,0.54934667,0.55008333,0.55181667,0.55385000,0.55498000,0.55544000,0.55675667,0.55788000,0.55962667,0.56103000,0.56197000,0.56319667,0.56406333,0.56535333,0.56696667,0.56794667,0.56921000,0.57073000,0.57177333,0.57359000,0.57442667,0.57647333,0.57736333,0.57904667,0.58044667,0.58156667,0.58291333,0.58393333,0.58556333,0.58736333,0.58889333,0.58878000,0.59130667,0.59258000,0.59369333,0.59623333,0.59703667,0.59907667,0.60007000,0.60157000,0.60346667,0.60443000,0.60575000,0.60743333,0.60940000,0.61033000,0.61257333,0.61368000,0.61558000,0.61651000,0.61878000,0.62036667,0.62131000,0.62277667,0.62507333,0.62645333,0.62814000,0.62975333,0.63111000,0.63362333,0.63512000,0.63637000,0.63878000,0.64079667,0.64347000,0.64469000,0.64723000,0.64796333,0.65069333,0.65291667,0.65392000,0.65489000,0.65720000,0.65932000,0.66006000,0.66151333,0.66438000,0.66625333,0.66790333,0.66949667,0.67270333,0.67525333,0.67777667,0.68035333,0.68258667,0.68567667,0.68807000,0.69249000,0.69548333,0.70063333,0.70466333,0.70803000,0.71289000,0.71604000,0.71932667,0.72091667,0.72376333,0.72637000,0.72822333,0.73140333,0.73194000,0.73427667,0.73574333,0.73729333,0.73898667,0.73996333,0.74084667,0.74094000,0.74176333,0.74301000,0.74360667,0.74474000,0.74461667,0.74469000,0.74614667,0.74705333,0.74698000,0.74834667,0.74745333,0.74724667,0.74699667,0.74817333,0.74800000,0.74747000,0.74802000,0.74915667,0.74867000,0.74811333,0.74823333,0.74978333,0.74979667,0.74910333,0.74819000,0.75012333
0.47842000,0.47870667,0.47829667,0.47868667,0.47857000,0.47925000,0.47906667,0.47975333,0.48023000,0.48080667,0.48159333,0.48169333,0.48264333,0.48335000,0.48469333,0.48516333,0.48573333,0.48735000,0.48762333,0.48877333,0.48952333,0.49070333,0.49132667,0.49226667,0.49356333,0.49429333,0.49550667,0.49597333,0.49665333,0.49810333,0.49862000,0.49974667,0.50067000,0.50041000,0.50154333,0.50230667,0.50307000,0.50414000,0.50454333,0.50529667,0.50603667,0.50715333,0.50825333,0.50898667,0.51016000,0.51107000,0.51224333,0.51395000,0.51409667,0.51541667,0.51614000,0.51746000,0.51870667,0.51940000,0.52106667,0.52174333,0.52343667,0.52407333,0.52548333,0.52614000,0.52796000,0.52823667,0.52946333,0.53078333,0.53169000,0.53300333,0.53365000,0.53489333,0.53621000,0.53771333,0.53804667,0.53963000,0.54122667,0.54278000,0.54451667,0.54512000,0.54652667,0.54749667,0.54991000,0.54964333,0.55191333,0.55329333,0.55403333,0.55641667,0.55776000,0.55925333,0.56079333,0.56189333,0.56422667,0.56621333,0.56721667,0.56946000,0.57063333,0.57109333,0.57277333,0.57377667,0.57488000,0.57647000,0.57812333,0.58018000,0.58140000,0.58349333,0.58519667,0.58737000,0.58968667,0.59248667,0.59440333,0.59795000,0.60022667,0.60391333,0.60679333,0.61047333,0.61538333,0.62009333,0.62361333,0.62764667,0.63002333,0.63315667,0.63706000,0.63818333,0.64058667,0.64269000,0.64351333,0.64580333,0.64723667,0.64884333,0.64935667,0.65156333,0.65175667,0.65276667,0.65343333,0.65334333,0.65482667,0.65504000,0.65414667,0.65554667,0.65642000,0.65486667,0.65628333,0.65671667,0.65758333,0.65738333,0.65606333,0.65635667,0.65596333,0.65662000,0.65694667,0.65547667,0.65582667,0.65603333,0.65560333,0.65596000,0.65654000,0.65514667,0.65538667,0.65424667,0.65569667
0.44898333,0.44848667,0.44936000,0.45056333,0.45101333,0.45161333,0.45284333,0.45367000,0.45468000,0.45540333,0.45647333,0.45668333,0.45807333,0.45918667,0.46081667,0.46200000,0.46289333,0.46456000,0.46535000,0.46729333,0.46747000,0.46900000,0.47004667,0.47136000,0.47329333,0.47356333,0.47474333,0.47574667,0.47640667,0.47653000,0.47689000,0.47835667,0.47892000,0.47859333,0.47915333,0.47965667,0.47986000,0.48098667,0.48136000,0.48254000,0.48317333,0.48381667,0.48510667,0.48621000,0.48718000,0.48798667,0.48860333,0.48995333,0.49076667,0.49169667,0.49308333,0.49429333,0.49481000,0.49682333,0.49692000,0.49869333,0.50007333,0.50175000,0.50283333,0.50399667,0.50451667,0.50612333,0.50726333,0.50913000,0.50919000,0.51034333,0.51226667,0.51304667,0.51466333,0.51603000,0.51693667,0.51865333,0.51958000,0.52157000,0.52291000,0.52470333,0.52542667,0.52687333,0.52854333,0.52964333,0.53233333,0.53352000,0.53484000,0.53602667,0.53842000,0.53974333,0.54178333,0.54382333,0.54491000,0.54746000,0.54814667,0.55012667,0.55238667,0.55379667,0.55386000,0.55544333,0.55801333,0.55872000,0.56070000,0.56140333,0.56444333,0.56723333,0.56856333,0.57069667,0.57386000,0.57636333,0.57883667,0.58187000,0.58580667,0.58935667,0.59316000,0.59702667,0.60276333,0.60804667,0.61212333,0.61614667,0.61962667,0.62336333,0.62628000,0.62811333,0.63046333,0.63279667,0.63463333,0.63605333,0.63730000,0.63847000,0.63946333,0.64025333,0.64078000,0.64078667,0.64175667,0.64263000,0.64257333,0.64293333,0.64201333,0.64214333,0.64299000,0.64198000,0.64213000,0.64205333,0.64249667,0.64126333,0.64095333,0.64156667,0.64101000,0.64034000,0.63941333,0.63900667,0.63917667,0.63938333,0.63880667,0.63850667,0.63899333,0.63915667,0.63929000,0.63860333,0.63911333
0.50826333,0.50993667,0.51176667,0.51363000,0.51531667,0.51720333,0.51974333,0.52040000,0.52262333,0.52463333,0.52699667,0.52736333,0.52992000,0.53189000,0.53407000,0.53601667,0.53749333,0.54046667,0.54117333,0.54303000,0.54461333,0.54602000,0.54778667,0.54959333,0.55120333,0.55232667,0.55415333,0.55634333,0.55711333,0.56032333,0.55972000,0.56164333,0.56423000,0.56465000,0.56726667,0.56793333,0.56942667,0.57146000,0.57160333,0.57370333,0.57549000,0.57656000,0.57854000,0.58040667,0.58094333,0.58389000,0.58404000,0.58590667,0.58830667,0.58875333,0.59141333,0.59320667,0.59405000,0.59580333,0.59809000,0.59927333,0.60095000,0.60293000,0.60388000,0.60640667,0.60811667,0.60936000,0.61126667,0.61209333,0.61416333,0.61585333,0.61754667,0.61924333,0.62038333,0.62218000,0.62403667,0.62556333,0.62714333,0.62941667,0.63120333,0.63222333,0.63394667,0.63632000,0.63901333,0.63854667,0.64078000,0.64421000,0.64556333,0.64620667,0.64931667,0.65076333,0.65322333,0.65381333,0.65710333,0.65991333,0.66001333,0.66261000,0.66493000,0.66653000,0.66708333,0.66876667,0.67144333,0.67357000,0.67457667,0.67714000,0.68036333,0.68278000,0.68434333,0.68599000,0.69044333,0.69338000,0.69494000,0.69731333,0.70172667,0.70536667,0.70915667,0.71319000,0.71859000,0.72389333,0.72917667,0.73219333,0.73648333,0.73967667,0.74320000,0.74468333,0.74702000,0.74886667,0.75058667,0.75264667,0.75383667,0.75508333,0.75690667,0.75655000,0.75893667,0.75910333,0.75886000,0.76021000,0.76003667,0.75974000,0.76016667,0.75930667,0.75909333,0.75859333,0.75958000,0.75776000,0.75921333,0.75789000,0.75792000,0.75706000,0.75709000,0.75399333,0.75506667,0.75454000,0.75340667,0.75203333,0.75269000,0.75124000,0.75122333,0.75163333,0.75111333,0.74867667,0.74943333
0.39757000,0.39958667,0.40123000,0.40389667,0.40591667,0.40807000,0.41091333,0.41322667,0.41519000,0.41777667,0.42023000,0.42224000,0.42439333,0.42671667,0.42973333,0.43249333,0.43525667,0.43743333,0.43910333,0.44249000,0.44392333,0.44608333,0.44898667,0.45079000,0.45312333,0.45504000,0.45703000,0.45957333,0.46186333,0.46395667,0.46511000,0.46762000,0.46954333,0.47077000,0.47314333,0.47439667,0.47608333,0.47840667,0.47988333,0.48205667,0.48368667,0.48579667,0.48770000,0.48945333,0.49206333,0.49403333,0.49548000,0.49771667,0.49965000,0.50086000,0.50389667,0.50545000,0.50742333,0.50954333,0.51083667,0.51369667,0.51555333,0.51788667,0.51973000,0.52196333,0.52407333,0.52614667,0.52871333,0.53004667,0.53186000,0.53372333,0.53628333,0.53810667,0.54052000,0.54235000,0.54434333,0.54672667,0.54778333,0.55045333,0.55236333,0.55454000,0.55668667,0.55830333,0.56151000,0.56222000,0.56535000,0.56817000,0.56996333,0.57210000,0.57471000,0.57701000,0.57900000,0.58104667,0.58396000,0.58643667,0.58858667,0.59053000,0.59321000,0.59472000,0.59680333,0.59873000,0.60214667,0.60335667,0.60524000,0.60750333,0.61077000,0.61447000,0.61617000,0.61928667,0.62281000,0.62699333,0.63004667,0.63344000,0.63813000,0.64209000,0.64708333,0.65114333,0.65788000,0.66380667,0.66885000,0.67332667,0.67732333,0.68127333,0.68544000,0.68692000,0.68968333,0.69305333,0.69489667,0.69655667,0.69784000,0.70014000,0.70147333,0.70226333,0.70351000,0.70451333,0.70565000,0.70549333,0.70659333,0.70663000,0.70587000,0.70694667,0.70751333,0.70643333,0.70612333,0.70692000,0.70737000,0.70610000,0.70521000,0.70743000,0.70630667,0.70554333,0.70592667,0.70463667,0.70419667,0.70559667,0.70549333,0.70506333,0.70532667,0.70549000,0.70467667,0.70540667,0.70546000
