task,seed,cv,model,n_train,n_test,n_features,folded_operator,materialized_operator,operator_agreement,folded_hyperparameter,materialized_hyperparameter,hyperparameter_agreement,folded_test_rmse,materialized_test_rmse,max_abs_cv_score_diff,max_rel_cv_score_diff,max_abs_prediction_diff,max_rel_prediction_diff,max_abs_coef_diff,max_rel_coef_diff,folded_winner_margin,materialized_winner_margin,folded_time_s,materialized_time_s,materialized_over_folded_time,execution_order,parity_ok
An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,2,3,PLS,80,35,276,detrend_d1,detrend_d1,True,11.0,11.0,True,4.155925193060168,4.155925193060162,3.934630399271555e-13,7.780938832463509e-14,9.059419880941277e-14,5.711445362941452e-15,1.9671375639518374e-11,9.823239932705389e-14,0.06648568758560458,0.06648568758560458,1.0809464910016686,0.5929801229995064,0.5485749090595744,folded>materialized,True
An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,2,3,Ridge,80,35,276,detrend_d1,detrend_d1,True,1.8378482530909068e-05,1.8378482530909068e-05,True,4.207648524981581,4.207648524984411,6.685940689976633e-10,1.4020006330138885e-10,8.36735125631094e-11,5.887022532717951e-12,3.238596946175676e-09,5.3140275580554175e-12,0.0032534811718605283,0.0032534811704070243,0.8626779300011549,0.11283886499950313,0.13080068595165298,materialized>folded,True
An_spxyG70_30_byCultivar_NeoSpectra,0,3,PLS,82,37,257,identity,identity,True,8.0,8.0,True,5.19754388804677,5.197543888046769,2.353672812205332e-13,3.6545132530883995e-14,3.9968028886505635e-14,2.974965200765576e-15,9.343636975245317e-13,8.600766209767168e-15,0.02231478158257927,0.022314781582576604,0.9907115280002472,0.2881896710005094,0.29089160957097243,folded>materialized,True
An_spxyG70_30_byCultivar_NeoSpectra,0,3,Ridge,82,37,257,sg_d1_w21_p3,sg_d1_w21_p3,True,3.987345030102729e-06,3.987345030102729e-06,True,4.735071576275621,4.735071576275451,2.003717192167187e-09,3.7007207301776525e-10,2.3305801732931286e-12,2.0903635679905896e-13,3.9598546663910383e-11,1.9252003475333766e-13,0.008064212222873568,0.008064212222761658,0.4972331720000511,0.058008663001601235,0.11666289835062588,materialized>folded,True
An_spxyG70_30_byCultivar_NeoSpectra,1,3,PLS,82,37,257,fd_d1,fd_d1,True,7.0,7.0,True,4.779318078338027,4.779318078338018,1.0036416142611415e-13,1.754331617187413e-14,8.79296635503124e-14,7.397331768046018e-15,1.532640681034536e-11,4.674656459021252e-14,0.04400043319159863,0.044000433191596855,0.2866487590017641,0.14892197999870405,0.5195277332346223,materialized>folded,True
An_spxyG70_30_byCultivar_NeoSpectra,1,3,Ridge,82,37,257,detrend_d1,detrend_d1,True,3.804307855867646e-05,3.804307855867646e-05,True,4.895180487628496,4.895180487625265,3.2227642776661014e-10,6.61331136737904e-11,2.4101609596982598e-11,2.211774261372359e-12,4.948503828927642e-10,1.594016576660912e-12,0.012120575954038149,0.012120575954439161,0.25125461099923996,0.03360307799994189,0.13374113958069225,folded>materialized,True
An_spxyG70_30_byCultivar_NeoSpectra,2,3,PLS,82,37,257,detrend_d2,detrend_d2,True,4.0,4.0,True,5.066745887365795,5.066745887365795,2.007283228522283e-13,3.376746754828029e-14,2.1316282072803006e-14,1.81360739100697e-15,2.682298827494378e-13,9.378509545463675e-15,0.0198365465344037,0.019836546534403254,1.0228750160003983,0.5930565500002558,0.5797937584976901,folded>materialized,True
An_spxyG70_30_byCultivar_NeoSpectra,2,3,Ridge,82,37,257,detrend_d2,detrend_d2,True,0.0019704316211466835,0.0019704316211466835,True,4.6241496125141,4.624149612514158,1.2219700806781475e-09,2.3363886345082104e-10,9.379164112033322e-13,9.16828174045895e-14,1.893596390800667e-12,3.841504516276277e-14,0.008154433041895004,0.008154433041887899,0.8914855479997641,0.10867009700086783,0.12189776631229986,materialized>folded,True
Beef_Marbling_RandomSplit,0,3,PLS,554,278,331,detrend_d2,detrend_d2,True,16.0,16.0,True,73.18812571086617,73.18812571086373,2.2239987629291136e-11,2.086200632302654e-13,9.470113582210615e-11,1.6349696019156802e-13,1.6914691514102742e-07,7.389889246722099e-12,0.019089673436852195,0.01908967343696588,0.7295095689987647,0.46764291600084107,0.6410373981011247,folded>materialized,True
Beef_Marbling_RandomSplit,0,3,Ridge,554,278,331,detrend_d2,detrend_d2,True,3.741180524319172e-06,3.741180524319172e-06,True,73.15686611017156,73.15686610917193,1.0890295243370929e-07,1.0177060866656924e-09,4.6566128730773926e-08,7.973906475072748e-11,2.013148332480341e-06,1.0183041494819587e-10,0.01997858438076605,0.019978584089670903,2.854654472999755,0.5412756369987619,0.18961161223479825,materialized>folded,True
Beef_Marbling_RandomSplit,1,3,PLS,554,278,331,sg_smooth_w21_p3,sg_smooth_w21_p3,True,18.0,18.0,True,74.10045792148625,74.10045792148745,1.3159251466277055e-11,1.2285062714634387e-13,5.6274984672199935e-11,9.735262301097525e-14,2.3475877242162824e-08,1.0432658947537719e-12,0.1924025617538092,0.19240256175345394,0.817602237999381,0.5292052080003486,0.6472648720914451,materialized>folded,True
Beef_Marbling_RandomSplit,1,3,Ridge,554,278,331,sg_smooth_w21_p3,sg_smooth_w21_p3,True,3.741180524319172e-06,3.741180524319172e-06,True,73.16356421962242,73.1635641472716,4.1240284076593525e-08,3.832806688455504e-10,4.947185516357422e-06,8.52498381582811e-09,0.00012488246147768223,6.879987952793663e-09,0.07098822418707584,0.07098821127677013,4.86041997600114,0.7120229780011869,0.14649412633411904,folded>materialized,True
Beef_Marbling_RandomSplit,2,3,PLS,554,278,331,fd_d1,fd_d1,True,14.0,14.0,True,72.53842597019418,72.53842597019391,7.702283255639486e-12,7.225761953236227e-14,3.5072389437118545e-11,6.008673514197902e-14,4.7621779231121764e-07,1.6199185351512292e-11,0.05460378742196781,0.054603787424042594,1.3493653040004574,1.0913903349992324,0.808817546859692,folded>materialized,True
Beef_Marbling_RandomSplit,2,3,Ridge,554,278,331,identity,identity,True,6.575164520990757e-06,6.575164520990757e-06,True,72.68557642177642,72.6855764270033,1.0905152691975672e-07,1.0190253749243979e-09,2.652406692504883e-06,4.555871490012853e-09,9.756296640262008e-05,5.590579743942119e-09,0.010757002267325788,0.010756998296102438,7.685888411000633,1.2276885449991823,0.15973280892837585,materialized>folded,True
Beer_OriginalExtract_60_KS,0,3,PLS,40,20,576,sg_smooth_w21_p3,sg_smooth_w21_p3,True,3.0,3.0,True,0.3288731834575113,0.32887318345751043,,,1.4210854715202004e-14,8.95939432211733e-16,8.770761894538737e-15,2.52574155072502e-15,0.006462865471688062,0.006462865471688062,0.55658201299957,0.3071990549997281,0.5519385244667715,folded>materialized,True
Beer_OriginalExtract_60_KS,0,3,Ridge,40,20,576,sg_smooth_w21_p3,sg_smooth_w21_p3,True,0.0030821800019722773,0.0030821800019722773,True,0.248551950942724,0.24855195094272572,3.2751579226442118e-15,1.1462009345982866e-15,1.865174681370263e-14,1.1643637609772874e-15,3.0808688933348094e-14,8.41115722845823e-15,0.0010709267325864635,0.0010709267325866856,0.32669755200004147,0.04598378800073988,0.1407533901592689,materialized>folded,True
Beer_OriginalExtract_60_KS,1,3,PLS,40,20,576,sg_smooth_w21_p3,sg_smooth_w21_p3,True,7.0,7.0,True,0.23556444746058175,0.23556444746058122,,,1.0658141036401503e-14,6.631864674029309e-16,6.084022174945858e-14,1.600478498299034e-14,0.008456023847788097,0.008456023847786487,0.5637869579986727,0.313367062000907,0.5558253123011135,materialized>folded,True
Beer_OriginalExtract_60_KS,1,3,Ridge,40,20,576,sg_smooth_w21_p3,sg_smooth_w21_p3,True,0.0005677591221692486,0.0005677591221692486,True,0.23821043808790154,0.23821043808790351,1.4432899320127035e-15,4.965183284498463e-16,4.796163466380676e-14,2.9943785906413828e-15,7.716050021144838e-14,2.0307422413813384e-14,2.3043974422432e-05,2.3043974421321778e-05,0.2962194310002815,0.03865896200113639,0.13050785314991592,folded>materialized,True
Beer_OriginalExtract_60_KS,2,3,PLS,40,20,576,sg_smooth_w21_p3,sg_smooth_w21_p3,True,4.0,4.0,True,0.2595054322300932,0.2595054322300939,,,7.105427357601002e-15,4.43629754401418e-16,1.0103029524088925e-14,2.8018122610575075e-15,0.008527808960922478,0.008527808960922645,2.428154977000304,1.1138457819997711,0.4587210423347009,folded>materialized,True
Beer_OriginalExtract_60_KS,2,3,Ridge,40,20,576,sg_smooth_w21_p3,sg_smooth_w21_p3,True,0.0017537191288541595,0.0017537191288541595,True,0.24182212356242666,0.24182212356242916,2.6645352591003757e-15,8.331507398550835e-16,2.842170943040401e-14,1.7733901798422948e-15,4.418687638008123e-14,1.1875273186511002e-14,0.0007637372790374464,0.000763737279038057,1.0448559260003094,0.158827499999461,0.15200899573537371,materialized>folded,True
Beer_OriginalExtract_60_YbaseSplit,0,3,PLS,40,20,576,sg_smooth_w21_p3,sg_smooth_w21_p3,True,13.0,13.0,True,0.29854228751599254,0.298542287515987,,,2.842170943040401e-14,1.7804192606446165e-15,2.469136006766348e-13,6.241045178657289e-14,0.0001345705959281407,0.00013457059592497655,0.5778059739986929,0.4227366949999123,0.7316239603311345,folded>materialized,True
Beer_OriginalExtract_60_YbaseSplit,0,3,Ridge,40,20,576,sg_smooth_w21_p3,sg_smooth_w21_p3,True,1.89827763587958e-07,1.89827763587958e-07,True,0.3032004081244364,0.30320040812443094,1.5543122344752192e-15,5.967175018263707e-16,4.440892098500626e-14,2.7833097574012e-15,8.260059303211165e-14,2.0868011613582072e-14,1.2925058014978674e-06,1.2925058018309343e-06,0.3104168319987366,0.038779559999966295,0.12492737507263824,materialized>folded,True
Beer_OriginalExtract_60_YbaseSplit,1,3,PLS,40,20,576,sg_smooth_w21_p3,sg_smooth_w21_p3,True,4.0,4.0,True,0.2954695900108213,0.29546959001081574,,,2.4868995751603507e-14,1.5501072148700608e-15,3.574918139293004e-14,9.71056089330858e-15,0.003032356071303033,0.003032356071300313,0.5770831350000662,0.3066771569992852,0.5314263030737331,materialized>folded,True
Beer_OriginalExtract_60_YbaseSplit,1,3,Ridge,40,20,576,sg_smooth_w21_p3,sg_smooth_w21_p3,True,0.00157299404384329,0.00157299404384329,True,0.2749689233936278,0.274968923393625,2.6645352591003757e-15,1.0171322308258356e-15,2.398081733190338e-14,1.4993154446689718e-15,3.319566843629218e-14,8.617466072952646e-15,0.00104054936448561,0.0010405493644860542,0.2884083120006835,0.03861671400045452,0.13389598147352633,folded>materialized,True
Beer_OriginalExtract_60_YbaseSplit,2,3,PLS,40,20,576,sg_smooth_w21_p3,sg_smooth_w21_p3,True,15.0,15.0,True,0.3005425916163134,0.30054259161630703,,,2.1316282072803006e-14,1.3355824597648444e-15,3.197442310920451e-13,8.084244709667371e-14,2.553630424340092e-07,2.553630434887211e-07,2.428200158999971,1.370909303001099,0.5645783762594323,folded>materialized,True
Beer_OriginalExtract_60_YbaseSplit,2,3,Ridge,40,20,576,sg_smooth_w21_p3,sg_smooth_w21_p3,True,1.89827763587958e-07,1.89827763587958e-07,True,0.3032004081244364,0.30320040812443094,3.164135620181696e-15,1.2324609996835149e-15,4.440892098500626e-14,2.7833097574012e-15,8.260059303211165e-14,2.0868011613582072e-14,3.9694745029850154e-07,3.9694744957685657e-07,1.1753436790004343,0.1998741120005434,0.17005588711765177,materialized>folded,True
Biscuit_Fat_40_RandomSplit,0,3,PLS,40,32,700,detrend_d1,detrend_d1,True,16.0,16.0,True,0.5433769613365885,0.5433769613370596,2.4491519923230953e-13,1.3544763340756895e-13,2.3430146711689304e-12,1.0917429305971552e-13,4.915934326277238e-11,3.8293246221355914e-12,0.0022116530401187218,0.00221165304009735,0.7042191139989882,0.4308529650006676,0.6118166298469523,materialized>folded,True
Biscuit_Fat_40_RandomSplit,0,3,Ridge,40,32,700,detrend_d1,detrend_d1,True,2.9442125811450725e-06,2.9442125811450725e-06,True,0.5002316887257475,0.5002316887309125,6.474154545799138e-12,3.2638821036901537e-12,3.54702933691442e-11,1.6572187928044962e-12,1.05687014695377e-10,6.091734411578639e-12,0.00032915810672334844,0.0003291581068285421,0.35717300600117596,0.050394113999573165,0.1410916086962273,folded>materialized,True
Biscuit_Fat_40_RandomSplit,1,3,PLS,40,32,700,sg_smooth_w21_p3,sg_smooth_w21_p3,True,14.0,14.0,True,0.6327445068112365,0.6327445068111929,1.7275070263167436e-13,9.802952602075637e-14,3.7125857943465235e-13,1.7426634682929973e-14,3.2014391138091014e-12,3.911460441719264e-13,0.001027865083222279,0.001027865083238766,0.6701588690011704,0.37762564699914947,0.56348675585235,folded>materialized,True
Biscuit_Fat_40_RandomSplit,1,3,Ridge,40,32,700,detrend_d1,detrend_d1,True,8.676746699938046e-05,8.676746699938046e-05,True,0.3407320667984828,0.34073206680073953,6.815714659325067e-12,3.5158132131851794e-12,1.7280399333685637e-11,8.030822400441828e-13,3.9887204650312924e-11,3.8130210422505544e-12,0.0009152798295266606,0.0009152798294652653,0.33222127899898624,0.04595505199904437,0.1383266362031693,materialized>folded,True
Biscuit_Fat_40_RandomSplit,2,3,PLS,40,32,700,detrend_d1,detrend_d1,True,18.0,18.0,True,0.4661903071124748,0.4661903071127112,4.545253062815391e-13,2.5606484223333435e-13,1.2505552149377763e-12,5.81604413546596e-14,6.867395541121368e-11,4.846807264557577e-12,0.0017465526132436904,0.0017465526132407483,3.2049338540000463,1.6066556410005433,0.5013069580188971,materialized>folded,True
Biscuit_Fat_40_RandomSplit,2,3,Ridge,40,32,700,detrend_d1,detrend_d1,True,0.0002680111348236078,0.0002680111348236078,True,0.23123326390157947,0.23123326390208898,3.2238101077552983e-12,1.6642073238559493e-12,7.958078640513122e-12,3.6893255136137e-13,1.6545875780593633e-11,2.0463382374870334e-12,0.0010351930271698118,0.0010351930272121668,1.4484489469996333,0.1999545640010183,0.138047367437569,folded>materialized,True
Biscuit_Sucrose_40_RandomSplit,0,3,PLS,40,32,700,sg_d1_w11_p2,sg_d1_w11_p2,True,7.0,7.0,True,1.151771036149557,1.1517710361495497,2.362554596402333e-13,5.709292171782635e-14,1.3145040611561853e-13,5.2710270111633384e-15,1.5683288001611118e-12,6.200333971825854e-14,0.04770204537504075,0.04770204537504341,0.7493084309990081,0.4382814580003469,0.5849146224285938,folded>materialized,True
Biscuit_Sucrose_40_RandomSplit,0,3,Ridge,40,32,700,detrend_d2,detrend_d2,True,0.013881568865708977,0.013881568865708977,True,1.008057269349357,1.0080572693493441,9.734879569123223e-12,2.479778346240956e-12,1.4210854715202004e-13,5.527164783774301e-15,7.083222897108499e-14,1.3372796154587378e-14,0.008162454888151593,0.008162454888156478,0.4258095659988612,0.06815648500014504,0.1600633016317142,materialized>folded,True
Biscuit_Sucrose_40_RandomSplit,1,3,PLS,40,32,700,detrend_d2,detrend_d2,True,3.0,3.0,True,1.2212493043603416,1.2212493043603296,4.5208281562736374e-13,1.188627586351325e-13,5.684341886080802e-14,2.266069129952978e-15,5.601075159233915e-14,1.4823624797061024e-14,0.011907353272790466,0.011907353272784915,0.6543232320000243,0.37099425899941707,0.5669892812233256,materialized>folded,True
Biscuit_Sucrose_40_RandomSplit,1,3,Ridge,40,32,700,detrend_d1,detrend_d1,True,0.042877995099906356,0.042877995099906356,True,0.9933832655663821,0.9933832655663679,2.2468249483154068e-11,5.777322982486918e-12,2.2737367544323206e-13,8.964236209892123e-15,5.2513549064769904e-14,1.3539332365956714e-14,0.0023471447757266173,0.002347144775711074,0.32870641500085185,0.05023165499915194,0.1528161687961635,folded>materialized,True
Biscuit_Sucrose_40_RandomSplit,2,3,PLS,40,32,700,identity,identity,True,7.0,7.0,True,1.5215918796696928,1.5215918796696724,4.911626660941693e-13,1.1699467026731605e-13,1.0302869668521453e-13,4.0613346465918906e-15,4.261035968511351e-13,5.334299767939503e-14,0.0017174661091918786,0.0017174661091998722,3.2166569840010197,1.054653399000017,0.3278725099523023,folded>materialized,True
Biscuit_Sucrose_40_RandomSplit,2,3,Ridge,40,32,700,sg_smooth_w21_p3,sg_smooth_w21_p3,True,0.002557082113466321,0.002557082113466321,True,1.2315503593011479,1.2315503593029156,3.409761362149766e-11,8.134749337237035e-12,1.4551915228366852e-11,5.862020560574742e-13,2.7500224319965128e-11,4.170368722453836e-12,0.0009441211186960174,0.0009441211195069243,0.7496398969997244,0.12787556699913694,0.17058265910196604,materialized>folded,True
C_woOutlier,0,3,PLS,1210,1209,1154,sg_smooth_w21_p3,sg_smooth_w21_p3,True,25.0,25.0,True,2.160807528983605,2.1608075289850133,6.59472476627343e-14,2.3411882974827306e-14,6.210854053279036e-11,1.2648273826297036e-12,1.3082157579447085e-10,1.3205067478276653e-12,0.0052862539132116915,0.005286253913220573,1.7516458490008517,1.8073227080003562,1.0317854542522182,materialized>folded,True
C_woOutlier,0,3,Ridge,1210,1209,1154,sg_smooth_w21_p3,sg_smooth_w21_p3,True,2.0059630216622244e-05,2.0059630216622244e-05,True,1.9045202032803563,1.904520198435186,3.1331865990580354e-09,1.0823940971159877e-09,2.430751919746399e-07,5.040288261590405e-09,5.504280835566533e-07,2.916985982617634e-09,0.00047111917514119916,0.0004711193636488531,28.019670487999974,6.272836084999653,0.22387258578526575,folded>materialized,True
C_woOutlier,1,3,PLS,1210,1209,1154,sg_smooth_w21_p3,sg_smooth_w21_p3,True,24.0,24.0,True,2.043733286552916,2.043733286553949,1.4988010832439613e-13,5.303465000949501e-14,4.780531526193954e-11,9.71740524477564e-13,9.653078336668841e-11,9.869955400393116e-13,0.0014434199100850087,0.001443419910086341,1.6407383299992944,1.5727638019998267,0.9585707685639935,folded>materialized,True
C_woOutlier,1,3,Ridge,1210,1209,1154,sg_smooth_w21_p3,sg_smooth_w21_p3,True,3.5255013236371845e-05,3.5255013236371845e-05,True,1.8996403686318786,1.8996403666621182,1.6018075754686834e-09,5.517220510677503e-10,8.288770914077759e-08,1.7156348971596387e-09,2.778743919407134e-07,1.8120607368258158e-09,0.0005098812708574929,0.0005098810364334572,41.83754508099992,4.890241246001096,0.11688642908022699,materialized>folded,True
