task,seed,cv,model,n_train,n_test,n_features,folded_operator,materialized_operator,operator_agreement,folded_hyperparameter,materialized_hyperparameter,hyperparameter_agreement,folded_test_rmse,materialized_test_rmse,max_abs_cv_score_diff,max_rel_cv_score_diff,max_abs_prediction_diff,max_rel_prediction_diff,max_abs_coef_diff,max_rel_coef_diff,folded_winner_margin,materialized_winner_margin,folded_time_s,materialized_time_s,materialized_over_folded_time,execution_order,parity_ok
C_woOutlier,2,3,PLS,1210,1209,1154,sg_smooth_w21_p3,sg_smooth_w21_p3,True,24.0,24.0,True,2.043733286552916,2.043733286553949,1.1435297153639112e-13,4.0605780432891466e-14,4.780531526193954e-11,9.71740524477564e-13,9.653078336668841e-11,9.869955400393116e-13,0.007400712336934845,0.007400712336908866,3.668836356000611,3.039730653999868,0.8285271838380578,materialized>folded,True
C_woOutlier,2,3,Ridge,1210,1209,1154,sg_smooth_w21_p3,sg_smooth_w21_p3,True,2.0059630216622244e-05,2.0059630216622244e-05,True,1.9045202032803563,1.904520198435186,2.038370583434812e-09,7.046972025813479e-10,2.430751919746399e-07,5.040288261590405e-09,5.504280835566533e-07,2.916985982617634e-09,0.00025442336856240644,0.0002544228041418961,29.08595757600051,3.8374391110010038,0.13193442577827874,folded>materialized,True
Ccar_spxyG_block2deg,0,3,PLS,1016,3229,196,sg_d1_w11_p2,sg_d1_w11_p2,True,20.0,20.0,True,71.54174244322239,71.54174244322476,1.3002932064409833e-12,1.4013834815013909e-14,1.723066134218243e-11,2.2842087298584828e-14,5.869367214472732e-10,2.4318541513874596e-13,0.07089567706351119,0.07089567706249511,0.344514510999943,0.2421709459995327,0.7029339498549388,folded>materialized,True
Ccar_spxyG_block2deg,0,3,Ridge,1016,3229,196,identity,identity,True,0.0013068383650098915,0.0013068383650098915,True,62.61479892215846,62.61479892215846,9.476841711375528e-08,9.535999840077157e-10,0.0,0.0,2.0099832909181714e-10,5.0425920020555717e-14,0.03159570966982983,0.03159570964267999,3.5393553339999926,1.4292900529999315,0.40382779295138566,materialized>folded,True
Ccar_spxyG_block2deg,1,3,PLS,1016,3229,196,identity,identity,True,15.0,15.0,True,70.98125640040027,70.98125640040077,2.1387336346379016e-12,2.3192710391664225e-14,2.114575181622058e-11,2.975826704709967e-14,4.637854544853326e-10,3.373717227538725e-13,0.08004543975349776,0.08004543975364697,0.5521481369996764,0.4057794969994575,0.7349105607861453,materialized>folded,True
Ccar_spxyG_block2deg,1,3,Ridge,1016,3229,196,identity,identity,True,0.00229678231147275,0.00229678231147275,True,63.299984218455165,63.299984218455165,6.95580624210379e-08,7.09692887829029e-10,0.0,0.0,1.325588527834043e-10,4.7266109415952374e-14,0.006689810499253213,0.00668981051749995,6.309758516001239,1.8807745890007936,0.29807394121839076,folded>materialized,True
Ccar_spxyG_block2deg,2,3,PLS,1016,3229,196,sg_d1_w11_p2,sg_d1_w11_p2,True,22.0,22.0,True,73.29596383102205,73.29596383102425,2.8634872251132037e-12,3.058199806117418e-14,1.693933882052079e-11,2.2831787614386216e-14,8.756728675507475e-10,3.357301344205385e-13,0.08668014542047331,0.08668014542041647,0.4328576130010333,0.1989987300003122,0.4597325402703202,folded>materialized,True
Ccar_spxyG_block2deg,2,3,Ridge,1016,3229,196,identity,identity,True,0.0004230833722044749,0.0004230833722044749,True,60.13145477816384,60.13145477816384,1.1560329937765346e-07,1.2218739922969472e-09,0.0,0.0,8.203642209991813e-10,1.0405189254351891e-13,0.039442346545421,0.03944234640947286,4.37745619099951,1.3525200950007275,0.3089739876281674,materialized>folded,True
Corn_Oil_80_ZhengChenPelegYbaseSplit,0,3,PLS,64,16,700,sg_d1_w11_p2,sg_d1_w11_p2,True,25.0,25.0,True,0.023820074997138424,0.02382007499714593,1.668318261316415e-13,1.668318261316415e-13,3.388400671155978e-13,8.951045511639474e-14,2.453539593716414e-10,5.721142299648124e-12,0.00011743218547153461,0.00011743218547385567,0.874910792999799,0.40823609700055385,0.46660311001632326,materialized>folded,True
Corn_Oil_80_ZhengChenPelegYbaseSplit,0,3,Ridge,64,16,700,sg_smooth_w11_p2,sg_smooth_w11_p2,True,9.807582958300963e-07,9.807582958300963e-07,True,0.0398594825002126,0.03985948248555616,1.1201040095443204e-11,1.1201040095443204e-11,1.1641532182693481e-10,3.1072912062332567e-11,2.9902600839903926e-08,1.2551941349352959e-09,0.0011813910607584924,0.0011813910514039336,0.6014431570001761,0.05666726199888217,0.09421881575895222,folded>materialized,True
Corn_Oil_80_ZhengChenPelegYbaseSplit,1,3,PLS,64,16,700,sg_d1_w21_p3,sg_d1_w21_p3,True,25.0,25.0,True,0.02384306396852333,0.023843063968506446,4.428402089473593e-14,4.428402089473593e-14,2.4558133304708463e-13,6.466764640354345e-14,2.1124790805515659e-10,4.628347111221729e-12,0.00012329446088529122,0.00012329446087903234,2.275052899000002,0.8278286810000282,0.36387227803094147,folded>materialized,True
Corn_Oil_80_ZhengChenPelegYbaseSplit,1,3,Ridge,64,16,700,sg_smooth_w11_p2,sg_smooth_w11_p2,True,9.807582958300963e-07,9.807582958300963e-07,True,0.0398594825002126,0.03985948248555616,6.480732617220042e-12,6.480732617220042e-12,1.1641532182693481e-10,3.1072912062332567e-11,2.9902600839903926e-08,1.2551941349352959e-09,0.0004849728765704067,0.0004849728697593064,1.1064489930013224,0.15115018199867336,0.1366083596756391,materialized>folded,True
Corn_Oil_80_ZhengChenPelegYbaseSplit,2,3,PLS,64,16,700,sg_d1_w21_p3,sg_d1_w21_p3,True,25.0,25.0,True,0.02384306396852333,0.023843063968506446,6.147859998861804e-14,6.147859998861804e-14,2.4558133304708463e-13,6.466764640354345e-14,2.1124790805515659e-10,4.628347111221729e-12,2.499296753225022e-05,2.4992967496272056e-05,1.2168778800005384,0.4192484859995602,0.34452798665333184,materialized>folded,True
Corn_Oil_80_ZhengChenPelegYbaseSplit,2,3,Ridge,64,16,700,sg_smooth_w11_p2,sg_smooth_w11_p2,True,9.807582958300963e-07,9.807582958300963e-07,True,0.0398594825002126,0.03985948248555616,1.7606860414076664e-11,1.7606860414076664e-11,1.1641532182693481e-10,3.1072912062332567e-11,2.9902600839903926e-08,1.2551941349352959e-09,0.0011244708974327972,0.0011244709007520726,0.96878951600047,0.0955632160003006,0.09864187671520408,folded>materialized,True
Corn_Starch_80_ZhengChenPelegYbaseSplit,0,3,PLS,64,16,700,sg_smooth_w21_p3,sg_smooth_w21_p3,True,24.0,24.0,True,0.13646731190389916,0.13646731190389794,2.6623148130511254e-13,2.6623148130511254e-13,2.7000623958883807e-13,4.1064554583522795e-15,9.385647814497133e-11,1.1609008683617192e-12,0.001499327179015672,0.0014993271790103013,0.6953549730005761,0.3779034020008112,0.5434683243438859,folded>materialized,True
Corn_Starch_80_ZhengChenPelegYbaseSplit,0,3,Ridge,64,16,700,sg_smooth_w11_p2,sg_smooth_w11_p2,True,9.696289559020423e-07,9.696289559020423e-07,True,0.14280955795823444,0.1428095579578085,6.276018593709409e-11,6.276018593709409e-11,3.2014213502407074e-10,4.866222813388101e-12,6.694550158670154e-08,1.0204289734432226e-09,0.0020123683454837116,0.002012368468442438,0.5373338370009151,0.05417295299957914,0.10081805624216976,materialized>folded,True
Corn_Starch_80_ZhengChenPelegYbaseSplit,1,3,PLS,64,16,700,sg_smooth_w11_p2,sg_smooth_w11_p2,True,24.0,24.0,True,0.129077768219426,0.1290777682193803,2.3359092438113294e-13,2.3359092438113294e-13,2.7000623958883807e-13,4.107067168330132e-15,1.4731149633462337e-10,1.8137056189477738e-12,0.0015443436522438875,0.0015443436522341453,1.7494111289997818,1.549568802000067,0.8857659450732009,materialized>folded,True
Corn_Starch_80_ZhengChenPelegYbaseSplit,1,3,Ridge,64,16,700,sg_smooth_w11_p2,sg_smooth_w11_p2,True,9.696289559020423e-07,9.696289559020423e-07,True,0.14280955795823444,0.1428095579578085,8.572337284462606e-11,8.572337284462606e-11,3.2014213502407074e-10,4.866222813388101e-12,6.694550158670154e-08,1.0204289734432226e-09,0.0003502667725377995,0.00035026672852969676,1.1563657149999926,0.094568292999611,0.08178060951903231,folded>materialized,True
Corn_Starch_80_ZhengChenPelegYbaseSplit,2,3,PLS,64,16,700,sg_smooth_w21_p3,sg_smooth_w21_p3,True,23.0,23.0,True,0.14417635342513455,0.1441763534251352,2.6356694604601216e-13,2.6356694604601216e-13,1.8474111129762605e-13,2.8086777501481557e-15,7.137934687762026e-11,8.880325182307982e-13,0.0018193026327263107,0.0018193026327104067,1.2999030299997685,0.7441929039996467,0.5724987840052802,folded>materialized,True
Corn_Starch_80_ZhengChenPelegYbaseSplit,2,3,Ridge,64,16,700,sg_smooth_w11_p2,sg_smooth_w11_p2,True,9.696289559020423e-07,9.696289559020423e-07,True,0.14280955795823444,0.1428095579578085,2.431146950421237e-11,2.431146950421237e-11,3.2014213502407074e-10,4.866222813388101e-12,6.694550158670154e-08,1.0204289734432226e-09,0.001070216256290002,0.0010702162831002227,0.9332596809999814,0.11869883600047615,0.12718736104970393,materialized>folded,True
DIESEL_bp50_246_b-a,0,3,PLS,113,113,401,sg_smooth_w11_p2,sg_smooth_w11_p2,True,20.0,20.0,True,2.8150722330383413,2.8150722330384133,1.0205170042354439e-12,6.135978426544692e-14,1.5916157281026244e-12,5.532424659483703e-15,2.261799636471551e-09,2.2933629946402715e-13,0.011628289756514754,0.01162828975649477,0.8463770210000803,0.4784642989998247,0.5653087065554669,materialized>folded,True
DIESEL_bp50_246_b-a,0,3,Ridge,113,113,401,sg_d1_w21_p3,sg_d1_w21_p3,True,1.7307995402929142e-09,1.7307995402929142e-09,True,2.8288813546226517,2.8288813546286224,8.709095666858957e-10,5.0596836622066136e-11,1.9846879695251118e-10,6.909231989776125e-13,1.5732985048089176e-07,1.5270310494104423e-11,0.014445119302650689,0.014445119301493392,1.0780152779989294,0.04390765900097904,0.04073008972793301,folded>materialized,True
DIESEL_bp50_246_b-a,1,3,PLS,113,113,401,detrend_d1,detrend_d1,True,13.0,13.0,True,3.066083850068659,3.066083850068633,4.476419235288631e-13,2.741749139992945e-14,6.821210263296962e-13,2.36198309620696e-15,1.910564151330618e-09,1.9417583649531547e-13,0.010555509841084998,0.010555509841079669,1.6918233930009592,0.6889245519996621,0.4072083143250824,folded>materialized,True
DIESEL_bp50_246_b-a,1,3,Ridge,113,113,401,detrend_d1,detrend_d1,True,1.575543667997205e-07,1.575543667997205e-07,True,2.8584267259619924,2.8584267259648457,1.01999564350308e-09,6.001759542468938e-11,5.789502210973296e-11,2.0132539631778155e-13,5.708625394618139e-08,6.0134746451043175e-12,0.008227811054836831,0.00822781105741166,0.969326357000682,0.09059750699998403,0.09346440065894163,materialized>folded,True
DIESEL_bp50_246_b-a,2,3,PLS,113,113,401,sg_smooth_w11_p2,sg_smooth_w11_p2,True,23.0,23.0,True,3.021434641561317,3.021434641561477,2.283506717049022e-12,1.3997708753880707e-13,3.410605131648481e-12,1.1902167614358699e-14,5.431047611637041e-09,5.590882983692641e-13,0.030926613259075975,0.03092661325916035,0.7525986860000557,0.47053334200063546,0.625211484890369,materialized>folded,True
DIESEL_bp50_246_b-a,2,3,Ridge,113,113,401,sg_smooth_w11_p2,sg_smooth_w11_p2,True,1.6513480118621195e-08,1.6513480118621195e-08,True,2.9008632003589816,2.9008632003072172,1.0628484758967716e-09,6.20435839411327e-11,1.7589059098099824e-09,6.124477106393927e-12,7.279909368662629e-07,7.816293311905816e-11,0.021449923679664362,0.021449923780747504,0.9300391899996612,0.07861798500016448,0.08453190558582066,folded>materialized,True
DIESEL_bp50_246_hla-b,0,3,PLS,133,113,401,sg_smooth_w11_p2,sg_smooth_w11_p2,True,12.0,12.0,True,3.1628523566067113,3.162852356606705,5.915268275202834e-13,3.707156100383118e-14,1.7053025658242404e-13,5.97221416143084e-16,2.0179413695586845e-10,2.3518467818110304e-14,0.008623433021407667,0.008623433021407667,0.47291327099992486,0.22959215999981097,0.4854847052914433,materialized>folded,True
DIESEL_bp50_246_hla-b,0,3,Ridge,133,113,401,detrend_d2,detrend_d2,True,6.724985446547718e-09,6.724985446547718e-09,True,2.930767259842502,2.930767259721427,1.640022340154701e-09,9.670845053656605e-11,4.195726432953961e-09,1.4481355041150413e-11,7.940813702589367e-06,4.4484558743554904e-10,0.004906139289036826,0.004906139336710247,0.6532601489998342,0.051167956000426784,0.07832707395172787,folded>materialized,True
DIESEL_bp50_246_hla-b,1,3,PLS,133,113,401,detrend_d2,detrend_d2,True,12.0,12.0,True,3.1039984195950674,3.103998419595059,1.0649259252204502e-12,6.519069669846341e-14,6.821210263296962e-13,2.3881664549261616e-15,9.55765244725626e-10,1.0788546245464513e-13,0.022509177268999814,0.02250917726902335,1.844974766998348,0.6482454990000406,0.35135737929613703,folded>materialized,True
DIESEL_bp50_246_hla-b,1,3,Ridge,133,113,401,detrend_d2,detrend_d2,True,6.121741999011882e-07,6.121741999011882e-07,True,3.0431418925192704,3.043141892517181,1.1559366797087023e-09,6.811044085582644e-11,7.526068657170981e-11,2.6317892868767697e-13,1.64350240083877e-08,1.8819836907379587e-12,0.001951531244763327,0.0019515312407145657,1.0615905539998494,0.08869985499950417,0.08355373422013018,materialized>folded,True
DIESEL_bp50_246_hla-b,2,3,PLS,133,113,401,identity,identity,True,22.0,22.0,True,2.644744057845921,2.6447440578459416,1.5010215292932116e-12,9.237371413172566e-14,3.922195901395753e-12,1.3536771037856289e-14,2.541310095693916e-08,2.3162029703619158e-12,0.004683326641801155,0.004683326641822472,0.7457562809995579,0.5253603830005886,0.7044665883288753,materialized>folded,True
DIESEL_bp50_246_hla-b,2,3,Ridge,133,113,401,detrend_d1,detrend_d1,True,3.650776332348399e-08,3.650776332348399e-08,True,2.482130115343504,2.482130115332789,1.9284653873796742e-09,1.1241985796307874e-10,1.2672387583734235e-09,4.387458477269334e-12,7.749574706394924e-07,6.389336544925098e-11,0.01097798814529094,0.010977988064328592,1.0579659909999464,0.09769340500133694,0.09234078016912539,folded>materialized,True
DIESEL_bp50_246_hlb-a,0,3,PLS,133,113,401,detrend_d1,detrend_d1,True,23.0,23.0,True,2.9301822801769943,2.9301822801768904,7.86926079854311e-13,4.418285521622062e-14,4.149569576838985e-12,1.445006731997748e-14,3.32351817178278e-08,3.2845060275361655e-12,0.005787551699691029,0.005787551700222604,0.4256860740006232,0.27133417899858614,0.6374044056658262,materialized>folded,True
DIESEL_bp50_246_hlb-a,0,3,Ridge,133,113,401,detrend_d1,detrend_d1,True,1.8771833228330265e-08,1.8771833228330265e-08,True,2.901340817722118,2.9013408177517213,2.482567929007473e-09,1.3282706805363776e-10,1.2502425761340419e-09,4.350622847582772e-12,9.844038686424028e-07,9.111864444007906e-11,0.006979473841999262,0.0069794738365063225,1.0404080690004776,0.09998225300114427,0.09609907494969494,folded>materialized,True
DIESEL_bp50_246_hlb-a,1,3,PLS,133,113,401,sg_smooth_w21_p3,sg_smooth_w21_p3,True,25.0,25.0,True,3.317219855437456,3.317219855437379,8.206768598029157e-13,4.650779508003528e-14,3.240074875066057e-12,1.129237105694129e-14,3.885816113324836e-09,2.507062151950131e-13,0.10669951592525795,0.10669951592520777,1.8819368340009532,0.6602189029999863,0.3508188431576508,folded>materialized,True
DIESEL_bp50_246_hlb-a,1,3,Ridge,133,113,401,sg_smooth_w21_p3,sg_smooth_w21_p3,True,6.077301307757275e-09,6.077301307757275e-09,True,3.107417242188648,3.1074172420904107,1.3885337324381908e-09,7.506779562907906e-11,5.470326414069859e-09,1.909643965913769e-11,4.245751085818483e-06,3.100481035660943e-10,0.03535076598025899,0.035350765948217955,1.245876044000397,0.10917273099948943,0.08762728164267893,materialized>folded,True
DIESEL_bp50_246_hlb-a,2,3,PLS,133,113,401,detrend_d1,detrend_d1,True,21.0,21.0,True,2.930852149764827,2.9308521497647586,1.7981172106829035e-12,1.003769416409551e-13,2.5579538487363607e-12,8.914739495465771e-15,1.9188178157492075e-08,1.857727564711083e-12,0.06031985695758424,0.060319856957579354,0.7329266220003774,0.44303464600125153,0.604473398431178,materialized>folded,True
DIESEL_bp50_246_hlb-a,2,3,Ridge,133,113,401,sg_d1_w11_p2,sg_d1_w11_p2,True,6.369699320875844e-10,6.369699320875844e-10,True,2.937666206292609,2.9376662063396517,4.719479917980607e-09,2.5298249698965314e-10,1.9152821550960653e-09,6.668048459684319e-12,6.897994353494141e-07,5.503349601761106e-11,0.020706168116861434,0.02070616816575388,1.1165320729996893,0.09841560300083074,0.08814399996269354,folded>materialized,True
Fv_Fm_grp70_30,0,3,PLS,351,167,2177,sg_d1_w11_p2,sg_d1_w11_p2,True,6.0,6.0,True,0.03130043382839943,0.03130043382839943,4.163336342344337e-16,4.163336342344337e-16,3.3306690738754696e-16,3.3306690738754696e-16,6.591949208711867e-17,6.591949208711867e-17,0.0002210823925426625,0.00022108239254262085,4.326438714999313,3.4170969830011018,0.7898174938094886,folded>materialized,True
Fv_Fm_grp70_30,0,3,Ridge,351,167,2177,sg_d1_w11_p2,sg_d1_w11_p2,True,0.29692984175497067,0.29692984175497067,True,0.030348938335941066,0.030348938335941114,9.04518127065046e-12,9.04518127065046e-12,7.993605777301127e-15,7.993605777301127e-15,6.895525817007808e-16,6.895525817007808e-16,2.7524910817422477e-05,2.7524910817436354e-05,20.839262133999,1.2458078300005582,0.05978176300052573,materialized>folded,True
Fv_Fm_grp70_30,1,3,PLS,351,167,2177,sg_d1_w11_p2,sg_d1_w11_p2,True,6.0,6.0,True,0.03130043382839943,0.03130043382839943,4.371503159461554e-16,4.371503159461554e-16,3.3306690738754696e-16,3.3306690738754696e-16,6.591949208711867e-17,6.591949208711867e-17,7.074335660831044e-05,7.07433566083035e-05,8.473668061998978,6.381734281998433,0.7531253567292736,materialized>folded,True
Fv_Fm_grp70_30,1,3,Ridge,351,167,2177,sg_d1_w11_p2,sg_d1_w11_p2,True,0.5218573517208133,0.5218573517208133,True,0.03053245503640343,0.030532455036403495,1.0862040433767817e-11,1.0862040433767817e-11,6.439293542825908e-15,6.439293542825908e-15,3.2959746043559335e-16,3.2959746043559335e-16,1.8458454187929296e-05,1.8458454188047257e-05,19.426082509999105,0.8978824599998916,0.04622045950529286,folded>materialized,True
Fv_Fm_grp70_30,2,3,PLS,351,167,2177,sg_d1_w11_p2,sg_d1_w11_p2,True,6.0,6.0,True,0.03130043382839943,0.03130043382839943,3.400058012914542e-16,3.400058012914542e-16,3.3306690738754696e-16,3.3306690738754696e-16,6.591949208711867e-17,6.591949208711867e-17,0.0003450588847517186,0.0003450588847517047,4.936723885000902,3.670593037000799,0.7435281215854609,folded>materialized,True
Fv_Fm_grp70_30,2,3,Ridge,351,167,2177,sg_d1_w11_p2,sg_d1_w11_p2,True,0.29692984175497067,0.29692984175497067,True,0.030348938335941066,0.030348938335941114,1.3059872627785296e-11,1.3059872627785296e-11,7.993605777301127e-15,7.993605777301127e-15,6.895525817007808e-16,6.895525817007808e-16,3.6676431047627522e-06,3.6676431047974467e-06,14.306931904999146,1.2848251140003413,0.08980437752355529,materialized>folded,True
LMA_spxyG70_30_byCultivar_ASD,0,3,PLS,1092,472,2101,detrend_d2,detrend_d2,True,22.0,22.0,True,0.3092232806334862,0.30922328063348686,1.7763568394002505e-14,1.7763568394002505e-14,1.474376176702208e-13,1.960945519720167e-14,2.188749181897265e-11,7.450383831787274e-12,7.369413596464147e-05,7.369413596025609e-05,5.908331048000036,6.726920498998879,1.1385483386676403,materialized>folded,True
LMA_spxyG70_30_byCultivar_ASD,0,3,Ridge,1092,472,2101,sg_smooth_w11_p2,sg_smooth_w11_p2,True,0.0014224083514935177,0.0014224083514935177,True,0.3030265359424974,0.3030265359369948,1.1680995060103783e-10,1.1680995060103783e-10,2.473825588822365e-10,3.3057282243253567e-11,4.48256876062203e-10,1.2692803448263754e-10,7.639040324081137e-06,7.639039068030318e-06,49.038268918999165,4.08524040300108,0.08330719034452526,folded>materialized,True
LMA_spxyG70_30_byCultivar_ASD,1,3,PLS,1092,472,2101,identity,identity,True,25.0,25.0,True,0.30874396530049375,0.30874396530049203,7.027711745877241e-14,7.027711745877241e-14,2.9665159217984183e-13,3.9458339718750563e-14,2.9495739184426384e-11,1.0352205013908759e-11,9.52347809766163e-05,9.523478098538707e-05,7.1800746169992635,6.250485470000058,0.8705321049452123,folded>materialized,True
LMA_spxyG70_30_byCultivar_ASD,1,3,Ridge,1092,472,2101,identity,identity,True,0.0008093312958554895,0.0008093312958554895,True,0.3028223387901009,0.30282233878995607,2.2491780660160998e-10,2.2491780660160998e-10,3.2741809263825417e-10,4.3725500383343756e-11,1.3780478980152111e-09,2.8838563826407374e-10,2.5117304877531055e-05,2.5117308224964496e-05,59.48928884799898,6.234355714999765,0.10479795330768134,materialized>folded,True
LMA_spxyG70_30_byCultivar_ASD,2,3,PLS,1092,472,2101,sg_smooth_w21_p3,sg_smooth_w21_p3,True,25.0,25.0,True,0.3089756945648967,0.30897569456490015,1.8096635301390052e-14,1.8096635301390052e-14,1.936228954946273e-13,2.5735564581721108e-14,7.095324328076913e-12,2.5476641272748517e-12,5.489046016998733e-05,5.4890460172984934e-05,5.699555661998602,6.047589047999281,1.0610632488987113,materialized>folded,True
LMA_spxyG70_30_byCultivar_ASD,2,3,Ridge,1092,472,2101,sg_smooth_w11_p2,sg_smooth_w11_p2,True,0.0008093312958554895,0.0008093312958554895,True,0.3028497004328457,0.3028497004350128,8.944178730985186e-11,8.944178730985186e-11,3.346940502524376e-10,4.469665044468769e-11,8.335740986353812e-10,1.8235239164269226e-10,4.165258223998158e-06,4.165258095101265e-06,52.54792592599915,5.154686511999898,0.09809495657847672,folded>materialized,True
N_wOutlier,0,3,PLS,1220,1207,1154,sg_smooth_w11_p2,sg_smooth_w11_p2,True,16.0,16.0,True,0.3540996131578816,0.3540996131578861,6.548095399239173e-13,4.4651788157288755e-13,3.0819791163594346e-13,4.5421403346049446e-14,8.329781309157624e-12,7.305266269752008e-13,0.0006323558632602699,0.0006323558632814752,3.583498893000069,2.6911172039999656,0.7509747552194691,materialized>folded,True
N_wOutlier,0,3,Ridge,1220,1207,1154,detrend_d2,detrend_d2,True,0.0030068891415587357,0.0030068891415587357,True,0.33245286847663313,0.33245286847646555,3.3349412120742272e-09,2.275175938645298e-09,1.000444171950221e-11,1.4800035827253344e-12,1.5857537505326036e-11,1.1929543823180608e-12,0.0009536651084388059,0.0009536651084611769,29.70654592199935,3.943355639999936,0.13274366028127363,folded>materialized,True
N_wOutlier,1,3,PLS,1220,1207,1154,detrend_d2,detrend_d2,True,14.0,14.0,True,0.3590883475232067,0.3590883475232103,1.184163878065192e-12,7.12737515877781e-13,3.4283687000424834e-13,5.022607311216111e-14,1.673683414082916e-11,1.5355430724324212e-12,0.0022573992523279296,0.0022573992523367004,3.7154084909998346,3.240891917999761,0.8722841447583658,folded>materialized,True
N_wOutlier,1,3,Ridge,1220,1207,1154,detrend_d2,detrend_d2,True,0.00528463961404998,0.00528463961404998,True,0.3422027746817642,0.3422027746816739,1.5635009953385293e-09,1.0686051570457063e-09,4.547473508864641e-12,6.746366642868298e-13,9.646450305211829e-12,9.175936904492778e-13,0.0010176836518537291,0.0010176836516117005,57.72744744300144,5.891776485999799,0.10206196093837656,materialized>folded,True
N_wOutlier,2,3,PLS,1220,1207,1154,sg_smooth_w21_p3,sg_smooth_w21_p3,True,18.0,18.0,True,0.3507320510646214,0.3507320510646267,1.831201856816733e-12,1.3044695204680104e-12,8.020251129892131e-13,1.1626377137134978e-13,2.003130994410185e-11,1.3948106081658102e-12,0.002450137141351505,0.002450137141342623,3.2268679959997826,2.928481267999814,0.9075305440539041,materialized>folded,True
N_wOutlier,2,3,Ridge,1220,1207,1154,detrend_d2,detrend_d2,True,0.0030068891415587357,0.0030068891415587357,True,0.33245286847663313,0.33245286847646555,7.810397772978206e-09,5.346574920461503e-09,1.000444171950221e-11,1.4800035827253344e-12,1.5857537505326036e-11,1.1929543823180608e-12,0.0013281406097925275,0.0013281406096690151,24.52588972599915,5.9772887409999385,0.24371343130779866,folded>materialized,True
N_woOutlier,0,3,PLS,1205,1207,1154,sg_d1_w21_p3,sg_d1_w21_p3,True,25.0,25.0,True,0.2746789249261257,0.2746789249261222,2.2604140781368187e-13,1.6628247390643784e-13,1.979749697511579e-12,2.979234631075511e-13,2.3066726306808505e-10,3.5251527081039484e-12,0.0009939536796776949,0.000993953679705839,3.071339895001074,3.123218098000507,1.0168910653893664,folded>materialized,True
N_woOutlier,0,3,Ridge,1205,1207,1154,sg_smooth_w21_p3,sg_smooth_w21_p3,True,1.966044880121798e-05,1.966044880121798e-05,True,0.26925627162064575,0.2692562715716371,3.0332408806899025e-10,2.0692383015441996e-10,1.2076928790349939e-08,1.7798048282415435e-09,6.743737657188831e-08,1.3965039978978091e-09,4.7238032942598096e-05,4.7238058335674626e-05,21.369855295999514,4.265902580998954,0.1996224364606503,materialized>folded,True
N_woOutlier,1,3,PLS,1205,1207,1154,sg_d1_w21_p3,sg_d1_w21_p3,True,25.0,25.0,True,0.2746789249261257,0.2746789249261222,1.7541523789077473e-14,1.2871201346308077e-14,1.979749697511579e-12,2.979234631075511e-13,2.3066726306808505e-10,3.5251527081039484e-12,0.0017646207424060756,0.001764620742412626,2.8705275319989596,4.458915597999294,1.5533436095957676,materialized>folded,True
N_woOutlier,1,3,Ridge,1205,1207,1154,sg_smooth_w21_p3,sg_smooth_w21_p3,True,6.3649868266683305e-06,6.3649868266683305e-06,True,0.2643976916593918,0.26439769176561184,2.396198794940574e-10,1.6299780932307258e-10,3.309653795469103e-08,4.87402268118589e-09,3.046248071569835e-07,4.445659424287511e-09,0.00013910396613953102,0.000139103643909122,63.26238824899883,9.523849629000324,0.1505452116590152,folded>materialized,True
N_woOutlier,2,3,PLS,1205,1207,1154,sg_d1_w11_p2,sg_d1_w11_p2,True,25.0,25.0,True,0.280759924034433,0.2807599240344087,5.6343818499726694e-14,4.141665273206978e-14,1.8687273950490635e-12,2.7615475462109736e-13,2.9969626780257386e-10,5.022245722759496e-12,0.001468412344850567,0.0014684123448545083,2.0249473989988473,1.8254634050008463,0.9014868267212137,folded>materialized,True
N_woOutlier,2,3,Ridge,1205,1207,1154,sg_smooth_w11_p2,sg_smooth_w11_p2,True,1.966044880121798e-05,1.966044880121798e-05,True,0.26677566760531984,0.2667756676122244,3.074724919116534e-10,2.0954867370094235e-10,8.613052493444684e-09,1.2575240676454196e-09,1.1540105759877406e-07,1.7361933026595941e-09,0.0002857515384526721,0.0002857514633308189,35.60354049200032,4.735151843000494,0.13299665644388442,materialized>folded,True
Rd25_CBtestSite,0,3,PLS,324,146,2151,detrend_d1,detrend_d1,True,15.0,15.0,True,0.22877469936313882,0.2287746993631376,2.3397950243975174e-14,2.3397950243975174e-14,1.9095836023552692e-14,1.173932953111131e-14,3.6495251265478146e-12,4.599189833423631e-13,0.00032159795427988414,0.00032159795427924576,3.0829179020001902,2.8555679189994407,0.9262549343745919,materialized>folded,True
Rd25_CBtestSite,0,3,Ridge,324,146,2151,detrend_d1,detrend_d1,True,0.0005202189517857249,0.0005202189517857249,True,0.22562510812194575,0.2256251081219633,6.097705673724363e-11,6.097705673724363e-11,3.922195901395753e-12,2.4875263287336294e-12,7.570033488946137e-11,1.0459935169611163e-11,1.5222878975595933e-05,1.522287913263698e-05,12.61418157099979,0.9631329759995424,0.07635318792412192,folded>materialized,True
Rd25_CBtestSite,1,3,PLS,324,146,2151,detrend_d1,detrend_d1,True,16.0,16.0,True,0.22816786695754454,0.22816786695754257,5.773159728050814e-15,5.773159728050814e-15,2.353672812205332e-14,1.468119239795986e-14,4.364314465377106e-12,5.15743775359752e-13,3.121047788273712e-05,3.12104778823763e-05,3.942295093998837,3.3475173150000046,0.8491290568521283,folded>materialized,True
